ID,Precision,Category,Latency_s,Net_Energy_J,Power_W,T1_CA,T1_CC,T1_SQ,T1_LA,T2_CA,T2_CC,T2_SQ,T2_LA,T3_CA,T3_CC,T3_SQ,T3_LA,T4_CA,T4_CC,T4_SQ,T4_LA,T5_CA,T5_CC,T5_SQ,T5_LA,T6_CA,T6_CC,T6_SQ,T6_LA,T7_CA,T7_CC,T7_SQ,T7_LA,T8_CA,T8_CC,T8_SQ,T8_LA,T9_CA,T9_CC,T9_SQ,T9_LA,T10_CA,T10_CC,T10_SQ,T10_LA,GPT4_CA,GPT4_CC,GPT4_SQ,GPT4_LA,Claude_CA,Claude_CC,Claude_SQ,Claude_LA,Gemini_CA,Gemini_CC,Gemini_SQ,Gemini_LA,Human_mean_CA,AI_mean_CA,Weighted_CA,Human_mean_CC,AI_mean_CC,Weighted_CC,Human_mean_SQ,AI_mean_SQ,Weighted_SQ,Human_mean_LA,AI_mean_LA,Weighted_LA,Qped,LpW
68,FP16,Mathematics,16.8748,661.632,39.21,6,4,4,8,6,5,6,8,8,7,4,8,6,6,5,10,8,7,6,10,6,5,3,6,6,7,5,6,5,5,2,6,7,6,7,9,7,6,5,8,9,8,8,9,9,8,8,8,7,6,4,8,6.5,8.3333,7.2333,5.8,7.3333,6.4133,4.7,6.6667,5.4867,7.9,8.3333,8.0733,6.8017,0.0006
69,FP16,Mathematics,16.5716,645.0493,38.92,8,7,7,9,9,9,10,8,10,7,7,9,9,10,7,9,10,10,9,10,9,9,6,6,7,8,9,7,6,6,5,7,10,9,9,10,9,9,8,9,9,8,8,8,9,8,8,8,9,9,8,9,8.7,9.0,8.82,8.4,8.3333,8.3733,7.7,8.0,7.82,8.4,8.3333,8.3733,8.3467,0.0008
70,FP16,Mathematics,16.0799,634.0416,39.43,8,6,8,8,6,8,8,10,9,7,8,8,9,10,8,9,9,9,9,10,7,7,7,7,8,9,8,7,6,7,5,8,9,9,9,9,9,9,8,9,9,8,6,9,9,9,8,9,9,9,8,9,8.0,9.0,8.4,8.1,8.6667,8.3267,7.8,7.3333,7.6133,8.5,9.0,8.7,8.26,0.0008
71,FP16,Mathematics,16.5625,646.3671,39.03,9,8,8,9,7,9,8,9,9,8,6,10,8,10,8,9,10,10,10,10,8,8,6,8,5,10,9,7,6,6,6,7,10,10,9,9,9,9,8,9,9,8,8,9,9,8,8,8,9,9,8,9,8.1,9.0,8.46,8.8,8.3333,8.6133,7.8,8.0,7.88,8.7,8.6667,8.6867,8.41,0.0008
72,FP16,Mathematics,10.7799,414.0405,38.41,9,7,6,9,7,9,7,7,10,7,8,9,6,10,7,8,9,9,10,10,8,8,6,7,7,8,8,7,6,6,5,8,9,9,9,9,9,9,7,9,9,8,6,9,9,8,8,8,9,9,8,9,8.0,9.0,8.4,8.2,8.3333,8.2533,7.3,7.3333,7.3133,8.3,8.6667,8.4467,8.1033,0.0018
73,FP16,Mathematics,17.1911,671.6072,39.07,8,8,8,8,6,7,9,7,10,8,7,9,8,9,8,9,10,10,8,10,7,8,6,7,7,8,8,9,6,7,6,7,9,10,10,10,9,9,7,8,9,8,8,9,9,8,8,8,9,9,8,9,8.0,9.0,8.4,8.4,8.3333,8.3733,7.7,8.0,7.82,8.4,8.6667,8.5067,8.275,0.0007
74,FP16,Mathematics,16.5845,647.8954,39.07,9,8,8,10,9,8,10,8,10,7,8,8,7,10,8,9,10,10,9,10,8,8,6,8,8,8,8,7,6,6,5,7,10,10,10,9,9,9,8,9,9,8,8,9,9,9,9,9,9,9,8,9,8.6,9.0,8.76,8.4,8.6667,8.5067,8.0,8.3333,8.1333,8.5,9.0,8.7,8.525,0.0008
75,FP16,Mathematics,16.5803,645.5353,38.93,8,7,5,7,7,7,7,8,9,6,6,8,7,7,7,8,8,8,7,10,8,6,4,6,6,8,7,7,5,5,4,7,8,7,7,8,8,7,6,8,9,8,6,9,9,8,7,8,9,8,7,9,7.4,9.0,8.04,6.8,8.0,7.28,6.0,6.6667,6.2667,7.7,8.6667,8.0867,7.4183,0.0007
76,FP16,Mathematics,15.2133,597.1253,39.25,8,8,8,8,7,8,9,8,9,8,9,9,8,10,8,9,9,9,8,10,8,8,7,7,8,9,9,7,6,6,6,8,8,9,10,10,9,9,8,9,9,8,6,9,9,9,8,9,9,9,8,9,8.0,9.0,8.4,8.4,8.6667,8.5067,8.2,7.3333,7.8533,8.5,9.0,8.7,8.365,0.0009
77,FP16,Mathematics,16.7481,657.623,39.27,8,8,7,8,6,8,8,8,10,8,8,9,9,9,8,10,10,10,9,10,9,8,6,7,8,9,8,7,6,6,7,7,9,9,9,8,9,8,7,9,9,8,8,9,9,9,8,9,9,9,8,9,8.4,9.0,8.64,8.3,8.6667,8.4467,7.7,8.0,7.82,8.3,9.0,8.58,8.3717,0.0008
78,FP16,Mathematics,16.7496,656.2485,39.18,9,9,9,9,8,9,8,9,10,9,7,9,6,9,8,9,9,10,8,10,9,8,7,7,8,8,8,7,8,7,6,8,9,10,10,8,9,9,7,9,9,8,8,9,9,8,8,8,9,9,8,9,8.5,9.0,8.7,8.8,8.3333,8.6133,7.8,8.0,7.88,8.5,8.6667,8.5667,8.44,0.0008
79,FP16,Mathematics,16.515,640.474,38.78,9,8,8,9,8,9,8,8,10,8,9,9,9,9,8,10,10,9,9,10,7,8,6,7,7,8,9,8,6,6,5,7,9,9,10,10,9,9,8,9,9,8,8,9,9,8,8,8,9,9,8,9,8.4,9.0,8.64,8.3,8.3333,8.3133,8.0,8.0,8.0,8.7,8.6667,8.6867,8.41,0.0008
80,FP16,Mathematics,16.4073,645.9067,39.37,6,5,4,7,5,5,6,8,8,3,6,8,5,8,6,9,7,7,5,10,6,6,3,6,5,6,5,6,4,4,3,6,6,7,5,9,7,7,5,7,9,8,6,9,5,4,3,4,8,7,5,8,5.9,7.3333,6.4733,5.8,6.3333,6.0133,4.8,4.6667,4.7467,7.6,7.0,7.36,6.1483,0.0006
81,FP16,Mathematics,16.9815,664.5406,39.13,9,8,8,9,7,7,8,8,10,8,8,10,8,10,7,8,10,10,9,10,8,8,6,6,9,9,9,8,7,7,6,7,9,9,8,9,9,9,8,9,9,8,8,9,9,8,8,8,9,9,8,9,8.6,9.0,8.76,8.5,8.3333,8.4333,7.7,8.0,7.82,8.4,8.6667,8.5067,8.38,0.0007
82,FP16,Mathematics,16.3314,636.9029,39.0,8,8,8,8,8,8,9,9,10,9,9,9,8,10,8,10,9,9,9,10,8,9,6,7,8,9,9,7,7,6,6,8,10,8,9,9,9,9,7,9,9,8,8,9,9,8,8,8,9,9,8,9,8.5,9.0,8.7,8.5,8.3333,8.4333,8.0,8.0,8.0,8.6,8.6667,8.6267,8.44,0.0008
83,FP16,Mathematics,16.6114,645.6411,38.87,8,7,7,9,7,9,8,9,10,7,8,9,8,10,9,9,10,9,8,10,10,7,6,6,9,8,8,8,7,7,6,8,10,10,9,9,8,9,8,9,9,8,8,9,9,8,8,8,9,9,8,9,8.7,9.0,8.82,8.3,8.3333,8.3133,7.7,8.0,7.82,8.6,8.6667,8.6267,8.395,0.0008
84,FP16,Mathematics,10.7463,422.1816,39.29,9,8,8,8,7,9,9,8,10,8,8,10,8,10,7,10,10,10,9,9,8,7,6,7,8,9,9,7,6,6,5,6,8,8,9,10,9,8,8,8,9,8,6,9,9,9,8,9,9,9,8,9,8.3,9.0,8.58,8.3,8.6667,8.4467,7.8,7.3333,7.6133,8.3,9.0,8.58,8.305,0.0018
85,FP16,Mathematics,16.8067,656.1781,39.04,8,7,8,9,7,9,9,8,10,7,9,10,7,10,8,8,10,8,9,10,8,7,7,7,8,8,7,8,6,7,6,7,9,10,10,10,9,9,7,8,9,8,8,9,9,9,9,9,9,9,8,9,8.2,9.0,8.52,8.2,8.6667,8.3867,8.0,8.3333,8.1333,8.5,9.0,8.7,8.435,0.0008
86,FP16,Mathematics,16.3408,638.5509,39.08,6,4,5,8,5,6,6,7,8,5,4,9,6,7,6,8,7,7,6,10,6,6,4,5,6,6,6,6,4,4,3,6,7,5,7,7,6,6,5,7,9,8,8,9,9,8,8,8,7,6,5,8,6.1,8.3333,6.9933,5.6,7.3333,6.2933,5.2,7.0,5.92,7.3,8.3333,7.7133,6.73,0.0006
87,FP16,Mathematics,16.7014,649.8934,38.91,9,7,7,9,7,9,8,7,10,9,9,9,8,10,8,9,9,10,9,10,9,8,6,8,7,8,8,7,7,7,5,7,10,9,8,9,8,8,7,9,9,8,8,9,9,8,8,8,9,9,8,9,8.4,9.0,8.64,8.5,8.3333,8.4333,7.5,8.0,7.7,8.4,8.6667,8.5067,8.32,0.0008
88,FP16,Mathematics,16.2811,697.308,42.83,9,8,7,9,6,10,9,9,10,8,7,9,8,10,9,9,8,9,9,10,9,9,5,7,7,8,9,7,6,6,6,8,9,7,9,10,8,9,9,9,9,8,8,9,9,9,9,9,9,9,8,9,8.0,9.0,8.4,8.4,8.6667,8.5067,7.9,8.3333,8.0733,8.7,9.0,8.82,8.45,0.0007
89,FP16,Mathematics,16.8325,655.9247,38.97,9,8,8,9,7,8,10,8,10,8,8,9,7,10,8,8,10,9,9,10,7,8,6,7,6,8,9,8,7,7,5,8,8,9,9,9,9,9,7,9,9,8,8,9,9,9,8,9,9,9,8,9,8.0,9.0,8.4,8.4,8.6667,8.5067,7.9,8.0,7.94,8.5,9.0,8.7,8.3867,0.0008
90,FP16,Mathematics,16.7455,657.095,39.24,7,4,4,7,7,6,4,7,8,5,5,8,5,7,5,8,8,5,6,10,7,5,3,6,7,6,6,8,5,3,3,6,7,6,7,9,7,6,5,7,9,8,8,9,9,9,9,9,7,5,4,8,6.8,8.3333,7.4133,5.3,7.3333,6.1133,4.8,7.0,5.68,7.6,8.6667,8.0267,6.8083,0.0006
91,FP16,Mathematics,16.3576,640.2125,39.14,8,8,8,8,8,8,9,7,10,9,8,10,7,10,8,9,10,10,9,10,8,8,7,6,7,8,8,7,6,7,6,7,9,9,9,10,8,8,8,9,9,8,8,9,9,8,8,8,9,9,8,9,8.1,9.0,8.46,8.5,8.3333,8.4333,8.0,8.0,8.0,8.3,8.6667,8.4467,8.335,0.0008
92,FP16,Mathematics,16.6857,651.0179,39.02,8,7,8,8,8,9,9,8,10,8,8,10,8,10,8,8,10,10,9,10,8,8,7,8,7,8,9,8,6,6,6,8,10,8,9,10,9,9,7,9,9,8,8,9,9,9,9,9,9,9,8,9,8.4,9.0,8.64,8.3,8.6667,8.4467,8.0,8.3333,8.1333,8.7,9.0,8.82,8.51,0.0008
93,FP16,Mathematics,16.2129,639.3566,39.44,8,8,8,9,9,8,7,9,9,7,8,8,7,10,8,9,9,10,9,10,8,9,6,8,6,8,8,8,7,7,5,8,9,9,9,9,8,9,7,9,9,8,8,9,9,8,8,7,9,9,8,9,8.0,9.0,8.4,8.5,8.3333,8.4333,7.5,8.0,7.7,8.7,8.3333,8.5533,8.2717,0.0008
94,FP16,Mathematics,16.6013,641.8142,38.66,8,7,7,9,8,8,8,8,10,8,8,9,9,9,8,8,10,10,10,10,7,8,6,6,7,8,9,7,6,6,6,8,9,10,8,8,9,9,8,9,9,8,6,9,9,8,7,8,9,9,8,9,8.3,9.0,8.58,8.3,8.3333,8.3133,7.8,7.0,7.48,8.2,8.6667,8.3867,8.19,0.0008
95,FP16,Mathematics,17.0085,669.264,39.35,6,4,6,7,7,6,7,8,8,4,5,8,6,7,6,9,7,6,5,10,6,6,4,7,6,6,6,7,5,4,3,6,8,6,6,8,7,5,5,8,9,7,8,9,9,8,7,8,7,6,5,8,6.6,8.3333,7.2933,5.4,7.0,6.04,5.3,6.6667,5.8467,7.8,8.3333,8.0133,6.7983,0.0006
96,FP16,Mathematics,17.026,723.7666,42.51,8,8,8,9,6,8,8,8,10,8,8,9,9,9,8,9,10,9,9,10,8,8,6,8,8,8,8,7,7,7,6,9,9,8,10,9,9,9,7,8,9,8,8,9,9,9,9,9,9,8,8,9,8.4,9.0,8.64,8.2,8.3333,8.2533,7.8,8.3333,8.0133,8.6,9.0,8.76,8.4167,0.0007
97,FP16,Mathematics,16.6614,643.0582,38.6,9,8,7,8,7,9,9,9,10,8,8,8,7,10,9,9,9,10,8,10,8,8,6,6,9,10,9,7,7,5,5,9,9,9,9,9,9,9,8,9,9,7,8,8,9,8,8,8,9,9,8,9,8.4,9.0,8.64,8.6,8.0,8.36,7.8,8.0,7.88,8.4,8.3333,8.3733,8.3133,0.0008
98,FP16,Mathematics,16.7642,651.1813,38.84,9,7,7,7,7,8,8,9,10,9,9,9,8,10,8,9,9,9,9,10,7,7,6,7,9,9,8,7,7,6,7,7,9,9,9,8,9,9,8,9,9,8,8,9,8,8,7,8,9,9,8,9,8.4,8.6667,8.5067,8.3,8.3333,8.3133,7.9,7.6667,7.8067,8.2,8.6667,8.3867,8.2533,0.0008
99,FP16,Mathematics,16.9422,662.1305,39.08,9,8,6,9,8,8,7,9,10,8,7,9,9,10,8,8,10,10,9,10,8,9,6,7,8,9,8,8,6,6,5,8,9,9,10,9,9,9,7,9,9,8,8,9,9,9,9,9,9,9,8,9,8.6,9.0,8.76,8.6,8.6667,8.6267,7.3,8.3333,7.7133,8.6,9.0,8.76,8.465,0.0008
100,FP16,Mathematics,16.8009,657.636,39.14,7,5,5,8,5,6,6,7,9,7,6,8,7,9,5,8,9,9,7,10,7,6,5,6,6,6,6,7,6,5,4,5,8,5,8,9,7,7,6,8,9,8,8,9,9,9,9,9,9,8,7,9,7.1,9.0,7.86,6.5,8.3333,7.2333,5.8,8.0,6.68,7.6,9.0,8.16,7.4833,0.0007
101,FP16,Science,16.6919,651.865,39.05,9,8,8,9,7,8,10,8,10,8,8,9,8,10,9,9,10,10,8,10,8,7,6,6,7,8,8,8,6,6,6,7,9,9,9,9,9,8,8,9,9,8,6,9,9,9,9,9,9,9,8,9,8.3,9.0,8.58,8.2,8.6667,8.3867,8.0,7.6667,7.8667,8.4,9.0,8.64,8.3683,0.0008
102,FP16,Science,16.662,645.9816,38.77,9,8,7,9,8,8,9,10,10,8,8,9,7,9,7,10,10,10,9,10,7,9,6,8,8,8,9,7,7,6,5,7,8,8,10,10,9,9,8,9,9,8,6,9,9,8,8,8,9,9,8,9,8.3,9.0,8.58,8.3,8.3333,8.3133,7.8,7.3333,7.6133,8.9,8.6667,8.8067,8.3283,0.0008
103,FP16,Science,16.3967,638.9539,38.97,8,8,8,8,6,8,8,8,10,8,6,9,9,10,8,8,10,9,8,10,9,10,6,7,8,9,8,8,6,6,5,8,9,9,9,9,8,8,7,9,9,8,6,9,9,9,8,9,9,9,8,9,8.3,9.0,8.58,8.5,8.6667,8.5667,7.3,7.3333,7.3133,8.4,9.0,8.64,8.275,0.0008
104,FP16,Science,16.3078,641.4957,39.34,9,7,8,9,7,8,10,8,10,8,8,9,7,10,9,8,9,10,9,10,7,8,6,7,7,9,8,7,6,7,5,7,10,10,9,9,8,9,8,9,9,8,6,9,9,9,8,9,9,9,8,9,8.0,9.0,8.4,8.6,8.6667,8.6267,8.0,7.3333,7.7333,8.3,9.0,8.58,8.335,0.0008
105,FP16,Science,16.8847,660.363,39.11,9,9,7,8,7,10,7,9,10,8,8,9,9,10,8,9,10,10,9,10,8,9,6,7,8,9,8,7,6,6,6,8,9,9,9,9,9,9,8,8,9,8,6,9,9,9,8,9,9,9,8,9,8.5,9.0,8.7,8.9,8.6667,8.8067,7.6,7.3333,7.4933,8.4,9.0,8.64,8.41,0.0008
106,FP16,Science,16.4505,643.1484,39.1,9,8,8,9,8,9,9,8,10,8,8,8,10,10,8,9,10,10,7,10,7,8,7,6,8,9,9,7,7,7,5,8,9,10,9,9,8,9,8,9,9,8,8,9,9,8,8,8,9,9,8,9,8.6,9.0,8.76,8.8,8.3333,8.6133,7.8,8.0,7.88,8.3,8.6667,8.4467,8.425,0.0008
107,FP16,Science,16.5123,638.4079,38.66,6,4,4,8,6,5,7,7,8,5,5,8,6,7,5,7,8,6,5,9,5,5,3,6,5,6,5,6,5,4,2,5,7,6,6,8,7,6,4,8,9,8,6,9,9,8,8,8,7,5,4,8,6.3,8.3333,7.1133,5.4,7.0,6.04,4.6,6.0,5.16,7.2,8.3333,7.6533,6.4917,0.0006
108,FP16,Science,17.0967,664.3188,38.86,8,7,8,8,7,9,8,8,10,8,8,8,7,9,7,9,10,10,8,10,10,8,6,7,8,8,8,8,7,7,6,9,9,10,9,9,9,9,7,9,9,8,6,9,9,8,8,8,9,9,8,9,8.5,9.0,8.7,8.5,8.3333,8.4333,7.5,7.3333,7.4333,8.5,8.6667,8.5667,8.2833,0.0007
109,FP16,Science,16.6587,652.0639,39.14,9,7,8,9,6,7,9,8,10,8,8,10,8,9,8,8,10,9,10,10,8,7,7,7,8,8,8,7,7,6,6,7,10,10,9,9,9,9,8,9,9,8,6,9,9,9,8,9,9,9,8,9,8.5,9.0,8.7,8.0,8.6667,8.2667,8.1,7.3333,7.7933,8.4,9.0,8.64,8.35,0.0008
110,FP16,Science,17.3798,675.0976,38.84,8,8,7,9,8,8,10,8,10,8,9,9,6,10,10,8,10,9,9,10,8,8,6,7,7,9,8,7,7,7,5,8,9,9,10,8,8,9,7,9,9,8,8,9,9,8,8,8,9,9,8,9,8.1,9.0,8.46,8.5,8.3333,8.4333,8.1,8.0,8.06,8.3,8.6667,8.4467,8.35,0.0007
111,FP16,Science,16.5114,644.1289,39.01,9,7,7,8,7,9,9,9,10,9,8,9,7,10,7,9,9,10,9,10,8,7,6,7,8,8,8,7,6,7,5,8,8,10,10,8,9,9,8,9,9,8,6,9,9,9,8,9,9,9,8,9,8.1,9.0,8.46,8.6,8.6667,8.6267,7.7,7.3333,7.5533,8.4,9.0,8.64,8.32,0.0008
112,FP16,Science,16.2689,683.8706,42.04,9,8,8,9,8,8,8,8,10,9,9,9,8,9,7,9,10,9,8,10,8,10,6,7,8,8,9,7,7,7,6,8,9,9,9,9,9,9,8,9,9,8,6,9,9,9,8,9,9,9,8,9,8.6,9.0,8.76,8.6,8.6667,8.6267,7.8,7.3333,7.6133,8.5,9.0,8.7,8.425,0.0008
113,FP16,Science,16.4404,641.4435,39.02,8,7,8,8,7,9,9,8,10,8,8,9,9,9,8,9,9,10,8,10,8,7,6,7,7,8,8,7,7,6,6,8,10,9,9,10,9,9,8,9,9,8,8,9,9,8,8,8,9,9,8,9,8.4,9.0,8.64,8.2,8.3333,8.2533,7.8,8.0,7.88,8.5,8.6667,8.5667,8.335,0.0008
114,FP16,Science,17.0708,720.9245,42.23,9,9,8,9,7,7,7,8,10,7,8,9,8,10,10,8,8,10,8,10,8,7,6,8,8,10,9,8,6,7,5,8,10,10,8,9,9,9,8,9,9,8,8,9,9,8,8,8,9,9,8,9,8.3,9.0,8.58,8.6,8.3333,8.4933,7.7,8.0,7.82,8.6,8.6667,8.6267,8.38,0.0007
115,FP16,Science,16.7748,662.3589,39.49,6,4,5,7,5,5,7,6,7,4,4,9,5,7,5,7,9,5,5,9,6,5,3,6,5,6,7,7,4,4,2,6,8,5,6,8,7,6,5,8,9,8,6,9,9,8,8,8,7,6,4,8,6.2,8.3333,7.0533,5.1,7.3333,5.9933,4.9,6.0,5.34,7.3,8.3333,7.7133,6.525,0.0006
116,FP16,Science,16.5411,700.9619,42.38,8,7,7,8,7,8,9,8,10,6,7,9,7,10,8,8,10,10,8,10,9,8,6,7,8,9,8,9,7,7,5,8,10,9,8,9,9,9,8,9,9,8,6,9,8,8,7,8,9,9,8,9,8.5,8.6667,8.5667,8.3,8.3333,8.3133,7.4,7.0,7.24,8.5,8.6667,8.5667,8.1717,0.0007
117,FP16,Science,16.5451,639.3018,38.64,8,9,8,8,7,9,8,7,10,7,7,10,8,10,8,8,10,9,9,10,7,8,6,7,7,8,8,7,6,7,5,8,9,10,9,10,9,9,8,9,9,8,6,9,9,8,8,8,9,9,8,9,8.1,9.0,8.46,8.6,8.3333,8.4933,7.6,7.3333,7.4933,8.4,8.6667,8.5067,8.2383,0.0008
118,FP16,Science,16.6614,642.1548,38.54,8,3,4,8,5,5,6,6,9,6,4,9,6,6,5,7,8,6,5,10,7,6,4,6,6,6,5,7,5,4,3,7,6,6,6,9,6,6,5,8,9,8,6,9,9,8,7,8,7,6,5,8,6.6,8.3333,7.2933,5.4,7.3333,6.1733,4.7,6.0,5.22,7.7,8.3333,7.9533,6.66,0.0006
119,FP16,Science,16.3284,633.5851,38.8,9,7,7,8,9,8,8,8,10,8,8,10,8,10,7,9,9,10,9,10,8,8,6,8,8,9,8,7,6,6,5,7,10,10,10,10,9,9,8,9,9,8,6,9,9,8,8,8,9,9,8,9,8.6,9.0,8.76,8.5,8.3333,8.4333,7.6,7.3333,7.4933,8.6,8.6667,8.6267,8.3283,0.0008
120,FP16,Science,16.8679,658.4075,39.03,9,8,6,9,6,7,10,9,10,7,7,9,8,10,7,8,9,7,10,10,9,9,6,8,8,8,9,7,6,7,6,6,9,8,9,8,9,9,8,9,9,8,6,9,9,8,8,8,9,9,8,9,8.3,9.0,8.58,8.0,8.3333,8.1333,7.8,7.3333,7.6133,8.3,8.6667,8.4467,8.1933,0.0007
121,FP16,Science,16.2414,678.5458,41.78,9,7,8,8,8,9,8,7,10,9,7,9,9,10,8,9,9,9,8,10,8,8,6,8,7,9,8,7,6,7,5,7,9,9,9,9,9,9,8,9,9,8,6,9,9,9,8,9,9,9,8,9,8.4,9.0,8.64,8.6,8.6667,8.6267,7.5,7.3333,7.4333,8.3,9.0,8.58,8.32,0.0008
122,FP16,Science,16.4191,641.5047,39.07,8,9,9,9,7,9,9,9,10,8,8,9,8,9,9,9,10,10,8,10,8,8,7,7,7,8,8,7,6,7,6,7,9,9,10,9,9,9,8,9,9,8,6,9,9,8,8,8,9,9,8,9,8.2,9.0,8.52,8.6,8.3333,8.4933,8.2,7.3333,7.8533,8.5,8.6667,8.5667,8.3583,0.0008
123,FP16,Science,16.9096,662.365,39.17,6,5,4,7,4,6,5,7,7,6,6,8,6,7,6,8,8,7,6,10,7,6,4,6,6,6,6,5,5,4,3,6,7,6,7,8,7,6,5,8,9,8,8,9,9,9,8,9,7,6,5,8,6.3,8.3333,7.1133,5.9,7.6667,6.6067,5.2,7.0,5.92,7.3,8.6667,7.8467,6.8717,0.0006
124,FP16,Science,16.5582,649.6512,39.23,9,8,8,8,7,8,9,8,10,8,8,8,8,10,8,9,10,10,9,10,8,10,6,8,8,9,8,7,6,7,5,8,9,9,8,8,9,9,8,8,9,8,6,9,9,9,8,9,9,9,8,9,8.4,9.0,8.64,8.8,8.6667,8.7467,7.7,7.3333,7.5533,8.2,9.0,8.52,8.365,0.0008
125,FP16,Science,17.0344,717.0576,42.09,8,8,8,8,6,8,8,9,10,9,8,8,7,10,8,9,10,10,10,10,9,7,6,7,8,9,9,8,5,6,6,8,10,9,9,9,8,9,7,9,9,8,6,9,9,9,8,9,9,9,8,9,8.1,9.0,8.46,8.5,8.6667,8.5667,7.9,7.3333,7.6733,8.5,9.0,8.7,8.35,0.0007
126,FP16,Science,9.5951,375.7707,39.16,9,8,8,9,7,8,9,8,10,9,9,9,6,10,8,9,10,9,8,10,7,8,7,7,8,9,9,8,8,6,6,7,10,10,9,9,9,9,7,9,9,8,6,9,9,9,9,9,9,9,8,9,8.4,9.0,8.64,8.6,8.6667,8.6267,8.0,7.6667,7.8667,8.5,9.0,8.7,8.4583,0.0023
127,FP16,Science,12.6864,494.992,39.02,7,4,6,8,5,6,5,7,7,6,5,8,5,8,5,8,8,6,4,9,7,5,4,6,5,7,5,7,4,4,4,7,7,6,6,7,7,6,5,8,9,8,6,9,8,8,7,8,8,7,6,8,6.2,8.3333,7.0533,5.8,7.6667,6.5467,4.9,6.3333,5.4733,7.5,8.3333,7.8333,6.7267,0.0011
128,FP16,Science,16.3265,636.8621,39.01,8,7,8,9,8,7,8,7,9,8,8,9,9,10,8,9,9,10,9,10,8,8,6,7,7,8,8,7,6,6,5,7,10,10,9,10,9,8,7,9,9,8,6,9,9,8,8,8,9,9,8,9,8.3,9.0,8.58,8.2,8.3333,8.2533,7.6,7.3333,7.4933,8.4,8.6667,8.5067,8.2083,0.0008
129,FP16,Science,16.5975,647.644,39.02,6,4,4,8,5,5,5,7,8,5,4,8,6,6,5,8,8,7,7,8,7,6,3,5,5,7,6,7,4,4,4,7,7,6,6,8,7,6,5,8,9,8,6,9,9,8,8,8,7,5,4,8,6.3,8.3333,7.1133,5.6,7.0,6.16,4.9,6.0,5.34,7.4,8.3333,7.7733,6.5967,0.0006
130,FP16,Science,16.9692,660.1221,38.9,9,6,8,8,6,9,9,9,10,9,8,9,7,10,8,9,10,8,9,10,8,8,7,7,8,9,8,7,5,6,6,7,9,8,10,9,9,9,8,9,9,8,8,9,9,8,8,8,9,9,8,9,8.1,9.0,8.46,8.2,8.3333,8.2533,8.1,8.0,8.06,8.4,8.6667,8.5067,8.32,0.0007
131,FP16,Science,16.7427,657.1536,39.25,8,7,6,8,7,9,8,8,10,8,7,10,8,10,8,9,10,10,8,10,9,9,6,7,6,9,9,8,7,6,5,7,10,8,9,7,9,9,8,9,9,8,6,9,9,8,8,8,9,9,8,9,8.4,9.0,8.64,8.5,8.3333,8.4333,7.4,7.3333,7.3733,8.3,8.6667,8.4467,8.2233,0.0007
132,FP16,Science,16.9711,663.1379,39.07,6,4,6,8,5,6,5,6,8,6,5,8,6,7,4,8,9,6,5,10,6,7,3,6,6,6,5,6,4,4,5,6,8,8,6,8,7,6,5,8,9,8,8,9,9,9,9,9,8,7,6,8,6.5,8.6667,7.3667,6.0,8.0,6.8,4.9,7.6667,6.0067,7.4,8.6667,7.9067,7.02,0.0006
133,FP16,Science,16.4461,643.9141,39.15,8,7,8,9,7,8,8,9,10,8,8,9,7,10,9,9,10,10,9,10,8,8,6,8,8,9,9,7,7,7,6,7,10,9,9,9,9,9,8,9,9,8,8,9,9,8,8,8,9,9,8,9,8.4,9.0,8.64,8.5,8.3333,8.4333,8.0,8.0,8.0,8.6,8.6667,8.6267,8.425,0.0008
134,FP16,Science,16.7898,654.3381,38.97,9,8,7,9,6,8,8,8,10,9,8,8,8,10,9,8,10,10,10,10,8,8,6,8,6,9,9,8,6,6,6,9,8,8,8,8,9,8,7,9,9,8,8,9,9,8,8,8,9,9,8,9,8.0,9.0,8.4,8.4,8.3333,8.3733,7.8,8.0,7.88,8.5,8.6667,8.5667,8.305,0.0008
135,FP16,Science,17.2795,675.3068,39.08,9,9,8,8,7,7,8,8,10,7,9,9,9,10,8,9,10,10,8,10,10,9,6,8,7,9,8,7,6,7,6,8,9,9,10,10,9,9,8,9,9,8,8,9,9,8,8,8,9,9,8,9,8.6,9.0,8.76,8.6,8.3333,8.4933,7.9,8.0,7.94,8.6,8.6667,8.6267,8.455,0.0007
136,FP16,Science,16.4245,646.2641,39.35,8,8,8,8,7,8,8,8,10,6,7,9,8,10,8,9,10,10,9,10,7,9,6,7,8,9,8,7,7,6,6,6,9,10,8,9,9,8,8,9,9,8,6,9,9,8,8,8,9,9,8,9,8.3,9.0,8.58,8.4,8.3333,8.3733,7.6,7.3333,7.4933,8.2,8.6667,8.3867,8.2083,0.0008
137,FP16,Science,16.4795,644.3862,39.1,7,4,5,8,6,6,7,7,8,4,5,8,6,7,5,8,8,6,6,9,7,5,4,7,6,5,5,7,4,4,3,8,6,7,6,8,6,6,4,8,9,8,6,9,9,8,7,8,7,6,5,8,6.4,8.3333,7.1733,5.4,7.3333,6.1733,5.0,6.0,5.4,7.8,8.3333,8.0133,6.69,0.0006
138,FP16,Science,16.2544,684.6042,42.12,8,7,7,9,7,8,8,8,10,9,8,9,9,10,8,9,10,10,9,10,8,8,6,7,7,9,8,7,6,6,6,8,10,8,9,9,8,9,8,9,9,8,6,9,9,8,8,8,9,9,8,9,8.3,9.0,8.58,8.4,8.3333,8.3733,7.7,7.3333,7.5533,8.5,8.6667,8.5667,8.2683,0.0007
