ID,Precision,Category,Latency_s,Net_Energy_J,Power_W,T1_CA,T1_CC,T1_SQ,T1_LA,T2_CA,T2_CC,T2_SQ,T2_LA,T3_CA,T3_CC,T3_SQ,T3_LA,T4_CA,T4_CC,T4_SQ,T4_LA,T5_CA,T5_CC,T5_SQ,T5_LA,T6_CA,T6_CC,T6_SQ,T6_LA,T7_CA,T7_CC,T7_SQ,T7_LA,T8_CA,T8_CC,T8_SQ,T8_LA,T9_CA,T9_CC,T9_SQ,T9_LA,T10_CA,T10_CC,T10_SQ,T10_LA,GPT4_CA,GPT4_CC,GPT4_SQ,GPT4_LA,Claude_CA,Claude_CC,Claude_SQ,Claude_LA,Gemini_CA,Gemini_CC,Gemini_SQ,Gemini_LA,Human_mean_CA,AI_mean_CA,Weighted_CA,Human_mean_CC,AI_mean_CC,Weighted_CC,Human_mean_SQ,AI_mean_SQ,Weighted_SQ,Human_mean_LA,AI_mean_LA,Weighted_LA,Qped,LpW
68,NF4,Mathematics,53.1585,2042.3956,38.42,9,7,8,9,7,8,8,9,10,9,7,9,9,10,7,9,10,10,7,10,8,8,5,6,6,8,9,7,5,6,6,8,10,8,9,8,9,9,7,8,9,8,8,9,8,8,7,9,9,9,8,9,8.3,8.6667,8.4467,8.3,8.3333,8.3133,7.3,7.6667,7.4467,8.3,9.0,8.58,8.1967,0.0001
69,NF4,Mathematics,52.1479,2009.1724,38.53,8,7,8,9,7,7,8,9,10,7,7,8,8,10,8,9,9,9,8,10,8,9,6,6,8,7,8,6,7,7,6,8,8,10,8,9,8,9,8,9,9,8,8,8,8,8,7,9,9,9,8,9,8.1,8.6667,8.3267,8.2,8.3333,8.2533,7.5,7.6667,7.5667,8.3,8.6667,8.4467,8.1483,0.0001
70,NF4,Mathematics,51.7761,1983.6979,38.31,9,7,8,9,9,9,10,7,10,8,8,9,8,10,8,10,10,10,9,10,7,9,6,7,8,8,8,8,6,6,7,6,8,9,9,9,9,9,8,9,9,8,8,9,8,8,7,9,9,9,8,9,8.4,8.6667,8.5067,8.5,8.3333,8.4333,8.1,7.6667,7.9267,8.4,9.0,8.64,8.3767,0.0001
71,NF4,Mathematics,52.563,2073.5375,39.45,9,8,8,9,8,8,9,8,10,7,9,10,8,10,8,10,8,10,8,10,8,8,7,6,8,10,10,9,6,7,6,8,9,8,9,9,8,9,8,9,9,8,8,9,6,6,6,9,7,6,5,8,8.2,7.3333,7.8533,8.5,6.6667,7.7667,8.2,6.3333,7.4533,8.8,8.6667,8.7467,7.955,0.0001
72,NF4,Mathematics,52.4001,2000.5611,38.18,8,8,6,9,9,8,8,9,10,8,8,8,8,10,8,8,10,10,9,10,9,6,6,8,6,8,8,8,6,6,6,7,8,10,9,9,9,9,7,9,9,8,6,9,8,8,7,9,9,9,8,9,8.3,8.6667,8.4467,8.3,8.3333,8.3133,7.5,7.0,7.3,8.5,9.0,8.7,8.19,0.0001
73,NF4,Mathematics,53.4175,2054.3902,38.46,8,9,7,9,8,10,9,9,10,7,8,8,8,10,8,9,10,8,9,10,9,7,6,7,7,6,10,8,6,7,6,7,10,10,8,8,8,9,8,8,9,8,8,9,8,8,7,9,9,9,8,9,8.4,8.6667,8.5067,8.3,8.3333,8.3133,7.9,7.6667,7.8067,8.3,9.0,8.58,8.3017,0.0001
74,NF4,Mathematics,60.2156,2257.816,37.5,9,7,6,8,7,8,9,8,10,7,7,9,7,10,8,8,9,9,8,10,9,8,6,7,8,8,8,8,6,7,6,8,9,9,8,10,9,9,8,9,9,8,8,9,8,8,7,9,9,9,8,9,8.3,8.6667,8.4467,8.2,8.3333,8.2533,7.4,7.6667,7.5067,8.5,9.0,8.7,8.2267,0.0001
75,NF4,Mathematics,52.5099,1990.8558,37.91,9,8,8,9,7,8,8,8,10,7,8,9,6,10,7,9,10,9,9,10,8,7,6,7,8,8,8,7,6,6,6,7,9,9,9,9,9,9,8,9,9,8,8,9,8,8,7,9,9,9,8,9,8.2,8.6667,8.3867,8.1,8.3333,8.1933,7.7,7.6667,7.6867,8.4,9.0,8.64,8.2267,0.0001
76,NF4,Mathematics,55.6479,2121.8006,38.13,9,7,8,9,8,9,9,9,10,8,7,9,7,10,9,8,10,9,10,10,9,7,6,7,7,8,9,7,6,7,6,8,10,10,10,10,8,9,7,9,9,8,6,9,8,8,7,9,9,9,8,9,8.4,8.6667,8.5067,8.4,8.3333,8.3733,8.1,7.0,7.66,8.6,9.0,8.76,8.325,0.0001
77,NF4,Mathematics,52.6358,2013.9022,38.26,9,9,9,8,8,8,7,8,10,9,7,8,7,10,8,9,9,9,8,10,8,7,7,7,8,9,9,8,5,6,5,7,10,10,9,9,8,9,8,9,9,8,6,9,8,8,7,9,9,9,8,9,8.2,8.6667,8.3867,8.6,8.3333,8.4933,7.7,7.0,7.42,8.3,9.0,8.58,8.22,0.0001
78,NF4,Mathematics,53.0446,2043.3069,38.52,8,7,7,8,7,9,8,9,10,8,8,9,7,10,9,9,10,10,8,10,8,10,5,8,8,9,7,7,7,5,7,8,9,10,9,9,8,9,8,10,9,8,6,9,8,8,7,9,9,9,8,9,8.2,8.6667,8.3867,8.7,8.3333,8.5533,7.6,7.0,7.36,8.7,9.0,8.82,8.28,0.0001
79,NF4,Mathematics,52.5112,2018.8767,38.45,10,7,8,9,6,8,8,9,10,9,8,9,9,9,8,8,9,10,9,10,8,7,5,7,6,8,8,8,6,7,6,9,9,9,10,9,9,9,7,9,9,8,8,8,6,6,6,9,7,6,5,8,8.2,7.3333,7.8533,8.3,6.6667,7.6467,7.7,6.3333,7.1533,8.7,8.3333,8.5533,7.8017,0.0001
80,NF4,Mathematics,45.5812,1842.1897,40.42,7,6,7,8,5,7,7,7,9,6,6,8,7,8,7,8,8,8,6,10,8,7,5,6,6,6,8,6,6,5,4,6,9,6,8,8,8,6,7,7,9,8,6,9,8,8,7,9,9,9,8,9,7.3,8.6667,7.8467,6.5,8.3333,7.2333,6.5,7.0,6.7,7.4,9.0,8.04,7.455,0.0001
81,NF4,Mathematics,46.2393,1880.2798,40.66,8,7,7,8,8,8,8,8,10,8,9,9,8,9,8,8,10,10,9,10,8,7,7,6,7,8,8,8,6,7,5,8,9,10,9,9,9,8,8,9,9,8,8,9,5,4,4,8,7,5,4,8,8.3,7.0,7.78,8.2,5.6667,7.1867,7.8,5.3333,6.8133,8.3,8.3333,8.3133,7.5233,0.0001
82,NF4,Mathematics,48.2636,2001.5342,41.47,9,7,7,8,5,8,10,7,10,8,8,9,8,10,7,9,10,10,7,10,7,9,6,7,9,10,7,7,5,7,6,7,8,8,9,10,9,9,8,9,9,8,8,9,8,8,7,9,9,9,8,9,8.0,8.6667,8.2667,8.6,8.3333,8.4933,7.5,7.6667,7.5667,8.3,9.0,8.58,8.2267,0.0001
83,NF4,Mathematics,48.9338,1968.217,40.22,9,8,8,7,8,9,9,8,10,9,9,9,8,10,9,9,10,10,9,10,8,9,6,7,7,8,8,8,6,7,5,8,9,9,9,8,8,9,8,9,9,8,8,9,8,8,7,9,9,9,8,9,8.3,8.6667,8.4467,8.8,8.3333,8.6133,8.0,7.6667,7.8667,8.3,9.0,8.58,8.3767,0.0001
84,NF4,Mathematics,36.2803,1514.5097,41.74,8,8,7,9,8,8,9,8,10,8,9,10,8,10,8,10,9,10,7,10,7,8,7,8,7,10,8,8,7,6,4,7,10,9,9,9,9,8,8,9,9,8,6,9,8,8,7,9,9,9,8,9,8.3,8.6667,8.4467,8.5,8.3333,8.4333,7.6,7.0,7.36,8.8,9.0,8.88,8.28,0.0002
85,NF4,Mathematics,49.2217,1987.5638,40.38,9,8,8,8,8,8,8,8,10,9,8,9,8,10,7,9,10,10,8,10,9,8,6,7,7,8,9,7,7,6,5,6,9,10,9,8,9,9,8,9,9,8,8,9,8,8,7,9,9,9,8,9,8.6,8.6667,8.6267,8.6,8.3333,8.4933,7.6,7.6667,7.6267,8.1,9.0,8.46,8.3017,0.0001
86,NF4,Mathematics,48.8573,1971.7565,40.36,8,8,9,8,7,8,8,8,10,7,9,9,7,10,8,9,9,10,9,10,8,8,7,7,7,9,8,7,7,6,6,6,10,8,10,10,9,8,8,9,9,8,8,9,7,6,5,8,7,6,5,8,8.2,7.6667,7.9867,8.2,6.6667,7.5867,8.2,6.0,7.32,8.3,8.3333,8.3133,7.8017,0.0001
87,NF4,Mathematics,49.1909,1974.9337,40.15,9,7,6,8,7,9,9,8,10,8,8,8,6,10,8,9,10,10,8,10,8,8,6,7,7,9,8,8,7,6,6,8,10,9,9,9,9,8,7,9,9,8,8,9,8,8,7,9,9,9,8,9,8.3,8.6667,8.4467,8.4,8.3333,8.3733,7.5,7.6667,7.5667,8.4,9.0,8.64,8.2567,0.0001
88,NF4,Mathematics,48.81,1962.4968,40.21,9,7,9,9,8,9,7,9,10,9,7,9,8,9,9,8,10,10,9,10,9,9,6,7,7,9,8,7,6,7,6,7,8,9,10,10,8,9,7,9,9,8,8,9,8,8,7,9,9,9,8,9,8.3,8.6667,8.4467,8.7,8.3333,8.5533,7.8,7.6667,7.7467,8.5,9.0,8.7,8.3617,0.0001
89,NF4,Mathematics,49.4045,1997.7722,40.44,9,8,8,8,6,8,8,7,10,8,8,9,8,10,8,9,10,10,9,10,8,8,7,8,7,8,8,7,7,6,6,8,10,9,9,9,9,9,7,9,9,8,8,9,8,8,7,9,9,9,8,9,8.4,8.6667,8.5067,8.4,8.3333,8.3733,7.8,7.6667,7.7467,8.4,9.0,8.64,8.3167,0.0001
90,NF4,Mathematics,49.0363,1978.2393,40.34,9,7,8,7,6,9,8,9,10,10,9,8,8,9,8,8,10,10,9,10,8,8,6,7,7,9,8,7,6,6,5,6,10,9,9,10,9,9,8,9,9,8,8,9,8,8,7,9,9,9,8,9,8.3,8.6667,8.4467,8.6,8.3333,8.4933,7.8,7.6667,7.7467,8.1,9.0,8.46,8.2867,0.0001
91,NF4,Mathematics,48.8209,2026.8492,41.52,10,8,7,8,6,9,8,10,10,9,7,8,8,10,8,8,10,10,9,10,9,9,6,7,6,8,8,7,7,6,6,8,9,8,9,8,8,9,7,9,9,8,8,9,8,8,7,9,9,9,8,9,8.3,8.6667,8.4467,8.6,8.3333,8.4933,7.5,7.6667,7.5667,8.3,9.0,8.58,8.2717,0.0001
92,NF4,Mathematics,49.0216,1979.5497,40.38,8,7,6,8,6,7,7,7,8,6,8,9,6,8,7,7,8,8,8,9,9,8,6,6,8,6,7,6,5,6,5,7,7,6,8,8,7,7,7,8,9,8,8,9,8,8,7,9,9,9,8,9,7.2,8.6667,7.7867,6.9,8.3333,7.4733,6.9,7.6667,7.2067,7.5,9.0,8.1,7.6417,0.0001
93,NF4,Mathematics,15.2302,612.3511,40.21,7,4,7,7,6,7,7,7,9,8,7,8,7,8,6,8,9,7,7,10,8,6,5,6,5,6,7,6,5,5,5,7,8,7,8,8,8,7,6,8,8,7,8,9,6,6,4,8,7,6,5,8,7.2,7.0,7.12,6.5,6.3333,6.4333,6.5,5.6667,6.1667,7.5,8.3333,7.8333,6.8883,0.0007
94,NF4,Mathematics,48.9677,1981.7257,40.47,8,5,7,8,5,7,7,8,9,6,6,7,6,8,8,8,9,7,7,10,6,7,6,7,6,6,7,7,6,4,4,7,8,7,9,8,8,7,7,8,9,8,6,9,6,6,6,9,7,6,5,8,7.1,7.3333,7.1933,6.4,6.6667,6.5067,6.8,5.6667,6.3467,7.8,8.6667,8.1467,7.0483,0.0001
95,NF4,Mathematics,49.2197,1987.2673,40.38,9,7,7,9,7,8,8,8,10,9,9,7,8,8,7,8,9,9,7,10,9,9,6,7,6,8,7,7,6,7,7,7,9,8,9,10,9,8,7,8,9,8,8,9,8,8,7,9,9,9,8,9,8.2,8.6667,8.3867,8.1,8.3333,8.1933,7.4,7.6667,7.5067,8.1,9.0,8.46,8.1367,0.0001
96,NF4,Mathematics,49.5497,1998.7199,40.34,9,9,8,7,8,8,8,10,10,8,8,9,8,10,8,9,9,9,9,10,8,8,6,7,7,9,9,8,6,7,5,7,10,9,10,9,9,9,8,8,9,8,8,9,8,8,7,9,9,9,8,9,8.4,8.6667,8.5067,8.6,8.3333,8.4933,7.9,7.6667,7.8067,8.4,9.0,8.64,8.3617,0.0001
97,NF4,Mathematics,48.903,1968.6374,40.26,7,8,7,9,7,8,8,8,10,6,8,9,8,10,8,8,10,9,9,10,9,7,6,6,7,9,9,7,6,7,6,8,9,8,9,9,9,9,8,9,9,8,8,8,8,8,7,9,9,9,8,9,8.2,8.6667,8.3867,8.1,8.3333,8.1933,7.8,7.6667,7.7467,8.3,8.6667,8.4467,8.1933,0.0001
98,NF4,Mathematics,49.3157,1992.5764,40.4,8,9,7,9,7,8,7,8,10,7,8,9,7,9,8,8,10,10,9,10,8,8,6,8,8,7,8,8,7,6,6,8,9,9,9,10,9,9,7,8,9,8,8,9,8,8,7,9,9,9,8,9,8.3,8.6667,8.4467,8.2,8.3333,8.2533,7.5,7.6667,7.5667,8.6,9.0,8.76,8.2567,0.0001
99,NF4,Mathematics,49.557,2003.7055,40.43,9,7,7,8,8,9,7,8,10,9,7,9,7,10,8,9,10,9,8,10,7,8,7,8,7,9,8,8,6,6,5,7,8,9,8,10,9,9,8,9,9,8,6,9,8,8,7,9,9,9,8,9,8.1,8.6667,8.3267,8.5,8.3333,8.4333,7.3,7.0,7.18,8.6,9.0,8.76,8.175,0.0001
100,NF4,Mathematics,49.1898,1986.7024,40.39,8,7,7,8,4,6,9,7,9,6,7,9,7,7,7,7,8,8,7,10,8,6,6,7,8,7,7,7,6,5,5,6,8,7,8,10,7,7,6,8,9,8,8,9,8,8,7,9,8,7,6,8,7.3,8.3333,7.7133,6.6,7.6667,7.0267,6.9,7.0,6.94,7.9,8.6667,8.2067,7.4717,0.0001
101,NF4,Science,49.4426,1996.4307,40.38,8,5,6,8,7,8,7,8,9,5,7,8,6,8,7,8,10,8,8,10,8,5,6,7,7,7,8,6,5,5,4,7,8,8,8,7,8,7,7,8,9,8,6,9,6,6,6,9,7,6,5,8,7.6,7.3333,7.4933,6.6,6.6667,6.6267,6.8,5.6667,6.3467,7.7,8.6667,8.0867,7.1383,0.0001
102,NF4,Science,49.1627,1991.3804,40.51,8,6,8,8,6,6,8,7,9,6,6,7,6,9,6,9,9,8,8,10,7,7,5,7,8,6,7,6,6,4,5,6,9,7,7,8,8,7,7,8,9,8,6,9,8,8,7,9,9,9,8,9,7.6,8.6667,8.0267,6.6,8.3333,7.2933,6.7,7.0,6.82,7.6,9.0,8.16,7.575,0.0001
103,NF4,Science,49.0123,2037.2148,41.57,7,5,7,8,6,5,8,7,9,6,6,8,8,8,7,8,9,8,6,10,7,6,4,6,7,7,8,8,6,5,5,7,9,7,8,8,8,6,7,8,9,8,8,9,8,8,7,9,9,9,8,9,7.6,8.6667,8.0267,6.3,8.3333,7.1133,6.6,7.6667,7.0267,7.8,9.0,8.28,7.6117,0.0001
104,NF4,Science,48.7609,1965.9248,40.32,8,8,6,7,5,6,8,7,9,5,7,8,7,7,7,9,10,8,7,10,7,6,5,6,5,7,6,7,6,4,5,7,9,7,8,7,8,7,7,8,9,8,6,9,8,8,7,9,9,9,8,9,7.4,8.6667,7.9067,6.5,8.3333,7.2333,6.6,7.0,6.76,7.6,9.0,8.16,7.515,0.0001
105,NF4,Science,49.2315,1981.5773,40.25,8,5,6,8,6,7,6,7,9,6,6,7,6,8,6,8,9,7,6,9,7,6,5,6,7,7,8,5,5,4,5,7,9,7,8,8,8,7,7,8,9,8,6,9,8,8,7,9,9,9,8,9,7.4,8.6667,7.9067,6.4,8.3333,7.1733,6.3,7.0,6.58,7.3,9.0,7.98,7.41,0.0001
106,NF4,Science,48.9643,1977.0055,40.38,8,8,8,8,7,9,9,8,9,8,10,9,8,9,9,10,10,9,9,10,8,8,6,7,7,9,9,9,7,6,5,7,10,9,9,10,9,9,8,9,9,8,6,9,8,8,7,9,9,9,8,9,8.3,8.6667,8.4467,8.4,8.3333,8.3733,8.2,7.0,7.72,8.7,9.0,8.82,8.34,0.0001
107,NF4,Science,48.9517,2028.1853,41.43,8,7,8,8,9,9,8,8,10,8,8,8,8,9,6,9,10,9,7,10,8,7,6,8,8,8,8,8,6,6,5,7,8,10,9,10,9,9,8,9,9,8,6,9,8,8,7,9,9,9,8,9,8.4,8.6667,8.5067,8.2,8.3333,8.2533,7.3,7.0,7.18,8.5,9.0,8.7,8.16,0.0001
108,NF4,Science,49.6925,1994.6785,40.14,9,7,7,8,7,7,9,10,10,8,7,9,8,10,7,9,10,10,7,10,9,8,7,6,7,9,8,7,6,7,6,7,9,8,9,9,9,9,7,8,9,8,6,9,8,8,7,9,9,9,8,9,8.4,8.6667,8.5067,8.3,8.3333,8.3133,7.4,7.0,7.24,8.3,9.0,8.58,8.16,0.0001
109,NF4,Science,49.1873,1987.2852,40.4,10,6,9,9,6,8,9,9,10,8,8,8,7,10,9,9,9,10,8,10,9,7,6,7,7,10,8,7,7,6,6,7,10,9,9,10,9,9,8,9,9,8,6,9,7,6,5,8,7,6,5,8,8.4,7.6667,8.1067,8.3,6.6667,7.6467,8.0,5.3333,6.9333,8.5,8.3333,8.4333,7.78,0.0001
110,NF4,Science,49.7651,2003.1092,40.25,8,8,9,9,7,8,9,7,10,7,8,9,8,10,7,8,9,9,9,10,8,7,7,7,8,9,8,8,7,7,6,7,10,9,10,8,8,9,8,9,9,8,8,9,8,8,7,9,9,9,8,9,8.3,8.6667,8.4467,8.3,8.3333,8.3133,8.1,7.6667,7.9267,8.2,9.0,8.52,8.3017,0.0001
111,NF4,Science,49.0473,1979.3701,40.36,7,6,6,7,5,6,7,7,9,7,8,8,8,8,8,7,9,9,7,9,7,6,6,6,7,6,8,7,6,4,5,7,8,7,8,8,8,7,7,8,9,8,6,9,7,6,5,8,7,6,5,8,7.4,7.6667,7.5067,6.6,6.6667,6.6267,7.0,5.3333,6.3333,7.4,8.3333,7.7733,7.06,0.0001
112,NF4,Science,48.5247,1961.6113,40.43,8,7,8,7,7,7,7,7,9,7,8,8,5,8,7,8,9,8,7,10,7,6,6,6,5,8,8,6,5,4,6,8,7,7,9,8,8,7,7,7,9,8,6,9,8,8,7,9,9,9,8,9,7.0,8.6667,7.6667,6.9,8.3333,7.4733,7.3,7.0,7.18,7.5,9.0,8.1,7.605,0.0001
113,NF4,Science,48.9912,1973.0806,40.27,8,6,8,8,7,6,7,8,9,6,6,8,6,8,6,7,9,7,8,10,8,5,5,7,6,5,8,6,5,4,6,6,8,7,7,7,8,7,7,8,9,8,6,9,8,8,7,9,9,9,8,9,7.4,8.6667,7.9067,6.1,8.3333,6.9933,6.8,7.0,6.88,7.5,9.0,8.1,7.47,0.0001
114,NF4,Science,49.6356,2006.533,40.43,8,5,7,8,6,7,8,8,9,4,7,8,8,8,7,7,8,7,7,10,7,7,6,6,6,6,8,7,5,4,4,7,9,7,9,8,8,7,6,8,9,8,8,9,8,8,7,9,9,9,8,9,7.4,8.6667,7.9067,6.2,8.3333,7.0533,6.9,7.6667,7.2067,7.7,9.0,8.22,7.5967,0.0001
115,NF4,Science,48.9015,1974.6225,40.38,9,9,9,8,7,8,10,9,10,8,8,9,7,10,8,10,10,10,9,10,7,8,6,7,7,9,8,7,7,7,6,8,9,10,10,8,9,9,7,9,9,8,6,9,7,6,5,8,7,6,5,8,8.2,7.6667,7.9867,8.8,6.6667,7.9467,8.1,5.3333,6.9933,8.5,8.3333,8.4333,7.84,0.0001
116,NF4,Science,48.8181,1970.6539,40.37,8,5,9,9,7,8,8,7,10,9,7,9,7,10,8,9,10,10,7,10,9,9,6,6,8,9,10,7,6,6,6,7,9,8,10,9,9,8,8,8,9,8,6,9,8,8,7,9,9,9,8,9,8.3,8.6667,8.4467,8.2,8.3333,8.2533,7.9,7.0,7.54,8.1,9.0,8.46,8.175,0.0001
117,NF4,Science,48.6903,2014.4946,41.37,7,5,7,8,7,7,8,8,9,5,8,9,7,8,8,8,8,7,7,9,7,7,5,6,7,6,7,7,5,5,6,7,9,8,8,8,8,7,8,9,9,8,8,9,8,8,7,9,9,9,8,9,7.4,8.6667,7.9067,6.5,8.3333,7.2333,7.2,7.6667,7.3867,7.9,9.0,8.34,7.7167,0.0001
118,NF4,Science,49.1544,1986.2151,40.41,8,6,8,9,9,9,9,8,10,8,9,10,8,10,8,9,9,9,9,10,7,8,6,7,7,8,8,7,7,7,5,7,10,10,10,10,9,9,8,9,9,8,6,9,7,6,5,8,7,6,5,8,8.4,7.6667,8.1067,8.4,6.6667,7.7067,8.0,5.3333,6.9333,8.6,8.3333,8.4933,7.81,0.0001
119,NF4,Science,48.7051,1949.7435,40.03,8,8,9,9,8,8,7,9,10,8,8,10,8,10,8,9,10,10,9,10,7,9,7,7,8,8,8,9,6,6,5,7,10,10,9,9,9,8,8,9,9,8,6,9,6,6,6,9,7,6,5,8,8.4,7.3333,7.9733,8.5,6.6667,7.7667,7.8,5.6667,6.9467,8.8,8.6667,8.7467,7.8583,0.0001
120,NF4,Science,49.0925,1970.5668,40.14,8,6,6,8,7,6,7,7,8,5,8,8,7,7,8,7,9,7,8,9,8,6,6,6,6,7,8,7,5,4,5,6,7,8,8,9,8,7,7,7,9,8,6,9,8,8,7,9,9,9,8,9,7.3,8.6667,7.8467,6.3,8.3333,7.1133,7.1,7.0,7.06,7.4,9.0,8.04,7.515,0.0001
121,NF4,Science,48.5514,1959.4487,40.36,8,6,7,8,5,6,6,8,10,7,7,8,6,8,6,8,10,7,7,10,7,6,6,6,6,6,8,7,5,4,6,7,8,8,8,8,8,7,7,8,9,8,6,9,8,8,7,9,9,9,8,9,7.3,8.6667,7.8467,6.5,8.3333,7.2333,6.8,7.0,6.88,7.8,9.0,8.28,7.56,0.0001
122,NF4,Science,48.7526,1972.2944,40.46,9,9,6,9,7,10,9,9,10,9,7,9,7,10,7,8,9,10,8,10,8,9,6,7,7,8,8,6,7,7,5,7,8,9,9,9,9,9,8,9,9,8,8,9,8,8,7,9,9,9,8,9,8.1,8.6667,8.3267,9.0,8.3333,8.7333,7.3,7.6667,7.4467,8.3,9.0,8.58,8.2717,0.0001
123,NF4,Science,49.5705,1997.8985,40.3,8,6,7,8,6,8,8,8,9,6,6,7,7,8,7,7,9,7,6,10,7,7,6,6,7,6,8,7,4,4,6,6,9,7,9,8,8,7,6,8,9,8,6,9,8,8,7,9,9,9,8,9,7.4,8.6667,7.9067,6.6,8.3333,7.2933,6.9,7.0,6.94,7.5,9.0,8.1,7.56,0.0001
124,NF4,Science,49.1697,1983.2976,40.34,9,8,10,9,6,8,9,8,10,9,8,10,9,10,9,8,9,10,7,10,9,8,7,7,8,8,9,8,6,6,6,8,9,9,9,10,9,9,8,9,9,8,8,9,8,8,7,9,9,9,8,9,8.4,8.6667,8.5067,8.5,8.3333,8.4333,8.2,7.6667,7.9867,8.7,9.0,8.82,8.4367,0.0001
125,NF4,Science,49.4078,1995.0612,40.38,9,7,6,8,6,8,7,8,10,8,8,9,7,9,8,8,10,10,9,10,8,8,6,7,7,9,9,7,6,6,5,7,9,9,8,9,8,9,8,9,9,8,6,9,7,6,5,8,7,6,5,8,8.0,7.6667,7.8667,8.3,6.6667,7.6467,7.4,5.3333,6.5733,8.2,8.3333,8.2533,7.585,0.0001
126,NF4,Science,47.0109,1902.7884,40.48,8,8,7,9,8,8,8,9,10,8,8,9,9,10,7,8,9,10,8,9,9,8,7,7,8,9,9,7,6,7,6,7,10,9,9,10,8,8,8,9,9,8,8,9,8,8,7,9,9,9,8,9,8.5,8.6667,8.5667,8.5,8.3333,8.4333,7.7,7.6667,7.6867,8.4,9.0,8.64,8.3317,0.0001
127,NF4,Science,49.2692,1990.065,40.39,9,8,6,9,7,9,7,8,10,7,7,8,8,10,8,8,8,9,9,10,8,8,6,7,7,7,8,8,7,6,5,8,10,7,9,8,9,9,7,8,9,8,6,9,8,8,7,9,9,9,8,9,8.3,8.6667,8.4467,8.0,8.3333,8.1333,7.2,7.0,7.12,8.2,9.0,8.52,8.055,0.0001
128,NF4,Science,49.0194,1977.218,40.34,9,6,6,7,5,7,8,8,9,7,8,6,6,8,7,9,9,7,8,9,7,7,5,6,9,6,7,6,5,5,6,6,7,7,9,8,8,7,7,8,9,8,6,9,8,8,7,9,9,9,8,9,7.4,8.6667,7.9067,6.7,8.3333,7.3533,7.1,7.0,7.06,7.3,9.0,7.98,7.575,0.0001
129,NF4,Science,49.2581,1986.3923,40.33,8,6,7,8,7,6,8,7,8,7,7,8,6,8,7,7,8,8,7,9,7,6,5,7,6,7,7,6,6,4,5,8,8,8,8,8,8,7,7,8,9,8,6,9,7,6,5,8,7,6,5,8,7.2,7.6667,7.3867,6.7,6.6667,6.6867,6.8,5.3333,6.2133,7.6,8.3333,7.8933,7.045,0.0001
130,NF4,Science,49.3243,1996.8041,40.48,7,5,7,8,5,6,8,7,9,6,8,8,6,8,7,7,8,8,8,10,8,6,5,6,6,6,8,7,5,5,4,6,8,7,9,9,8,7,7,8,9,8,8,9,8,8,7,9,9,9,8,9,7.0,8.6667,7.6667,6.4,8.3333,7.1733,7.1,7.6667,7.3267,7.6,9.0,8.16,7.5817,0.0001
131,NF4,Science,49.2786,1990.0886,40.38,9,8,7,9,9,10,9,9,10,8,8,9,8,9,8,9,9,8,8,10,8,8,5,7,6,9,8,7,7,6,6,8,10,9,10,9,9,9,8,9,9,8,6,9,8,8,7,9,9,9,8,9,8.5,8.6667,8.5667,8.4,8.3333,8.3733,7.7,7.0,7.42,8.6,9.0,8.76,8.28,0.0001
132,NF4,Science,49.3142,1995.3972,40.46,8,7,8,9,7,7,9,8,10,8,9,10,8,9,7,8,10,10,10,10,9,8,6,6,9,8,8,7,7,6,6,7,10,9,9,9,9,9,8,8,9,8,8,9,8,8,7,9,9,9,8,9,8.7,8.6667,8.6867,8.1,8.3333,8.1933,8.0,7.6667,7.8667,8.2,9.0,8.52,8.3167,0.0001
133,NF4,Science,45.9628,1852.8692,40.31,8,7,7,9,7,9,8,8,10,7,9,10,8,10,9,9,9,8,8,10,8,8,6,7,7,8,9,8,7,6,5,8,9,9,10,10,9,8,8,9,9,8,6,8,5,4,4,8,7,5,4,8,8.2,7.0,7.72,8.0,5.6667,7.0667,7.9,4.6667,6.6067,8.8,8.0,8.48,7.4683,0.0001
134,NF4,Science,47.5096,1900.2302,40.0,8,8,8,8,7,8,9,9,10,9,8,9,9,10,8,8,10,9,9,10,8,9,7,7,7,9,9,8,7,6,6,7,8,10,10,9,9,9,8,8,9,8,8,9,8,8,7,9,9,9,8,9,8.3,8.6667,8.4467,8.7,8.3333,8.5533,8.2,7.6667,7.9867,8.3,9.0,8.58,8.3917,0.0001
135,NF4,Science,48.7637,1956.6033,40.12,9,7,6,8,7,8,9,8,10,10,8,10,8,10,8,9,9,10,8,10,8,8,7,7,7,7,8,6,6,6,5,7,9,9,9,9,8,8,7,9,9,8,8,9,8,8,7,9,9,9,8,9,8.1,8.6667,8.3267,8.3,8.3333,8.3133,7.5,7.6667,7.5667,8.3,9.0,8.58,8.1967,0.0001
136,NF4,Science,47.8628,1913.133,39.97,8,8,7,8,7,7,8,9,10,9,8,9,9,10,8,9,10,10,10,10,7,8,6,6,7,8,7,8,6,6,6,7,8,9,9,9,9,8,8,9,9,8,6,9,8,8,7,9,9,9,8,9,8.1,8.6667,8.3267,8.3,8.3333,8.3133,7.7,7.0,7.42,8.4,9.0,8.64,8.175,0.0001
137,NF4,Science,29.7105,1184.4839,39.87,9,6,7,8,7,8,8,9,10,8,8,9,8,9,8,9,9,10,9,10,8,8,6,7,7,8,9,8,6,7,5,7,8,9,10,9,9,9,7,9,9,8,6,9,7,6,5,8,7,6,5,8,8.1,7.6667,7.9267,8.2,6.6667,7.5867,7.7,5.3333,6.7533,8.5,8.3333,8.4333,7.675,0.0002
