ID,HW_Platform,Backend,Precision,Category,Output_Tokens,Latency_s,Gross_Energy_J,Net_Energy_J,Power_W,Q_ped,LpW
180,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,186,39.5836,1571.0326,1238.5304,39.69,8.278,0.00016885
181,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,156,53.0542,2250.294,1804.639,42.42,7.936,8.289e-05
182,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,145,42.8659,1599.9456,1239.8718,37.32,8.51,0.00016012
183,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,162,31.5426,1311.6895,1046.7318,41.58,8.306,0.00025157
184,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,190,36.1872,1291.3246,987.3523,35.68,8.025,0.0002246
185,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,193,32.2013,1059.442,788.9512,32.9,7.736,0.0003045
186,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,147,41.6936,1609.1269,1258.9006,38.59,8.369,0.00015945
187,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,156,40.9423,1308.2004,964.2855,31.95,7.658,0.00019397
188,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,162,39.0705,1455.7982,1127.606,37.26,8.445,0.00019169
189,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,170,52.459,2234.9605,1794.3049,42.6,9.501,0.00010094
190,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,148,44.5645,1400.031,1025.6891,31.42,8.888,0.00019445
191,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,146,45.5209,1530.4939,1148.1181,33.62,8.585,0.00016426
192,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,159,36.5722,1261.298,954.0915,34.49,8.199,0.00023497
193,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,179,36.2046,1371.3723,1067.2535,37.88,7.309,0.00018916
194,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,152,41.7987,1539.0296,1187.9201,36.82,7.605,0.00015316
195,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,175,42.5342,1828.8437,1471.5561,43.0,8.856,0.00014149
196,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,200,31.5759,1308.5129,1043.2752,41.44,7.861,0.00023863
197,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,149,40.6263,1618.2876,1277.0263,39.83,7.904,0.00015235
198,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,173,41.676,1609.0977,1259.0194,38.61,8.16,0.00015551
199,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,200,40.4382,1596.3505,1256.6696,39.48,7.73,0.00015211
200,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Science,168,37.2077,1305.3597,992.8151,35.08,7.651,0.00020712
201,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,165,38.6865,1590.0247,1265.058,41.1,8.216,0.00016788
202,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,40.645,1390.3765,1048.9588,34.21,7.812,0.00018323
203,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,171,42.0903,1726.7057,1373.147,41.02,7.884,0.00013641
204,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,44.8659,1895.6504,1518.7771,42.25,7.865,0.00011542
205,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,187,47.4366,1842.3448,1443.8772,38.84,8.491,0.00012397
206,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,170,40.0105,1499.7246,1163.6362,37.48,8.129,0.0001746
207,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,188,39.1368,1545.9443,1217.1956,39.5,8.154,0.00017117
208,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,185,43.9633,1234.6966,865.4045,28.08,8.527,0.00022412
209,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,44.8986,1758.1336,1380.9857,39.16,8.172,0.0001318
210,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,165,39.2553,1480.0535,1150.3088,37.7,8.106,0.00017951
211,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,178,45.8681,1739.4478,1354.1555,37.92,8.466,0.0001363
212,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,176,46.8898,1902.4519,1508.5779,40.57,8.561,0.00012103
213,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,193,48.5751,1837.9999,1429.969,37.84,8.169,0.00011761
214,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,155,51.2029,1746.495,1316.3903,34.11,8.279,0.00012283
215,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,36.9214,1388.4308,1078.2915,37.61,7.865,0.00019755
216,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,188,41.6751,1597.6732,1247.6028,38.34,7.827,0.00015054
217,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,149,41.6609,1604.0391,1254.0876,38.5,8.609,0.00016478
218,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,41.0704,1588.0577,1243.0663,38.67,8.454,0.00016559
219,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,38.094,1589.9586,1269.9692,41.74,8.459,0.00017485
220,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,33.578,1151.6866,869.6317,34.3,8.375,0.00028681
221,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,42.1005,1629.9176,1276.2737,38.71,8.262,0.00015376
222,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,179,37.4509,1595.96,1281.3726,42.61,8.574,0.00017867
223,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,141,42.0644,1347.2736,993.933,32.03,8.689,0.00020783
224,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,137,37.3122,1445.054,1131.6318,38.73,8.677,0.0002055
225,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,183,35.6618,1285.6514,986.0919,36.05,8.192,0.00023295
226,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,164,42.8652,1577.5475,1217.4797,36.8,8.906,0.00017065
227,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,157,42.415,1481.6897,1125.4039,34.93,8.35,0.00017493
228,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,176,44.7281,1677.5986,1301.8823,37.51,8.544,0.00014673
229,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,191,53.4037,2378.8339,1930.2431,44.54,8.375,8.125e-05
230,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,146,43.0974,1451.2819,1089.264,33.67,8.359,0.00017806
231,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,168,44.2194,1503.7425,1132.2992,34.01,7.887,0.00015752
232,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,35.7812,1200.2159,899.6541,33.54,8.577,0.00026644
233,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,154,34.6507,1529.6885,1238.6227,44.15,9.606,0.00022382
234,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,197,50.1473,1829.4636,1408.2264,36.48,8.06,0.00011413
235,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,167,36.6132,1391.6777,1084.1268,38.01,8.274,0.00020845
236,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,190,35.9627,1319.4809,1017.3942,36.69,8.026,0.00021936
237,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,41.3889,1440.1057,1092.4392,34.79,8.006,0.00017707
238,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,194,41.113,1532.5667,1187.2179,37.28,8.981,0.000184
239,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,198,36.7265,1715.2674,1406.7651,46.7,7.917,0.00015324
240,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,152,39.9531,1716.8764,1381.27,42.97,8.012,0.00014518
241,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,48.2386,1693.8858,1288.6813,35.11,7.478,0.00012029
242,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,159,37.2476,1503.557,1190.6769,40.37,7.876,0.00017759
243,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,183,34.0742,1199.0588,912.8357,35.19,7.42,0.00023855
244,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,183,46.69,1488.6041,1096.408,31.88,8.543,0.00016688
245,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,188,44.2584,1844.1719,1472.4013,41.67,9.584,0.00014707
246,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,185,38.2492,1612.5987,1291.3054,42.16,8.064,0.00016327
247,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,159,33.0563,1380.4701,1102.7972,41.76,7.44,0.00020409
248,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,148,37.579,1369.9614,1054.2975,36.46,8.672,0.00021888
249,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,197,41.3046,1549.595,1202.6364,37.52,7.891,0.00015885
250,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,182,47.8946,1950.4695,1548.1546,40.72,8.864,0.00011954
251,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,36.0025,1421.0255,1118.6049,39.47,8.105,0.00020125
252,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,177,41.1436,1510.8861,1165.2799,36.72,7.937,0.00016555
253,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,147,45.2458,1467.4677,1087.4031,32.43,8.155,0.00016575
254,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,199,28.7412,1106.4932,865.0675,38.5,8.604,0.00034606
255,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,169,47.1824,1975.8373,1579.5047,41.88,8.131,0.0001091
256,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,185,35.2148,1194.0778,898.2738,33.91,8.002,0.00025297
257,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,163,43.3928,1750.2762,1385.7768,40.34,8.145,0.00013545
258,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,42.9321,1685.5308,1324.9013,39.26,7.63,0.00013414
259,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,158,47.4568,1932.7014,1534.0646,40.73,8.431,0.00011581
260,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,170,44.575,1834.3462,1459.9163,41.15,7.382,0.00011344
261,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,180,28.7626,1025.945,784.3389,35.67,8.027,0.00035581
262,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,153,37.3622,1212.0535,898.2111,32.44,8.605,0.00025641
263,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,185,42.3463,1534.3203,1178.6113,36.23,8.385,0.000168
264,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,40.5471,1671.0252,1330.4295,41.21,8.523,0.00015799
265,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,167,44.1791,1599.4153,1228.3109,36.2,8.209,0.00015127
266,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,186,45.8626,1635.9571,1250.7114,35.67,8.801,0.00015343
267,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,117,44.8856,1424.0092,1046.9698,31.73,8.684,0.00018479
268,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,177,40.4429,1788.9627,1449.2422,44.23,8.454,0.00014424
269,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,171,31.6298,1296.5046,1030.8145,40.99,8.685,0.00026637
270,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,159,39.1404,1596.7184,1267.939,40.79,8.6,0.00017329
271,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,43.8484,1819.1398,1450.8133,41.49,8.029,0.00012621
272,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,170,35.7116,1432.6945,1132.7172,40.12,7.595,0.00018776
273,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,174,45.0089,1676.3491,1298.2744,37.24,8.442,0.00014447
274,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,169,46.5053,1745.1972,1354.5525,37.53,8.502,0.00013497
275,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,135,42.2851,1547.783,1192.5883,36.6,8.763,0.00017377
276,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,153,28.0,1325.0046,1089.8046,47.32,7.791,0.00025532
277,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,199,34.6983,1389.5184,1098.0524,40.05,7.805,0.00020485
278,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,131,51.7854,1888.9612,1453.9637,36.48,8.461,0.00011237
279,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,161,38.6487,1535.4833,1210.8342,39.73,8.206,0.00017535
280,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,169,30.8856,1067.4678,808.0285,34.56,7.335,0.00029391
281,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,48.2703,2093.2805,1687.8096,43.37,8.42,0.00010335
282,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,194,41.6721,1491.2893,1141.2434,35.79,7.351,0.00015457
283,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,165,47.5667,1895.7129,1496.1527,39.85,7.786,0.0001094
284,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,43.0956,1802.7277,1440.7249,41.83,8.889,0.00014317
285,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,161,44.0762,1738.661,1368.4207,39.45,9.116,0.00015114
286,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,43.5602,1674.0485,1308.1424,38.43,7.656,0.00013436
287,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,148,45.3664,1730.1764,1349.0984,38.14,8.082,0.00013205
288,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,53.8981,2042.8713,1590.1271,37.9,8.26,9.638e-05
289,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,169,46.8434,1690.184,1296.6991,36.08,9.095,0.00014973
290,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,155,33.0662,1207.8016,930.0457,36.53,8.003,0.00026023
291,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,173,44.012,1904.7751,1535.0745,43.28,8.011,0.00011857
292,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,184,47.764,1801.6638,1400.4462,37.72,8.983,0.00013429
293,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,167,48.0946,1700.1298,1296.1352,35.35,8.06,0.0001293
294,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,190,39.2963,1426.1802,1096.091,36.29,8.587,0.00019936
295,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,165,47.8907,2009.077,1606.7951,41.95,7.531,9.787e-05
296,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,191,46.6098,1886.0484,1494.526,40.46,8.158,0.00011711
297,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,187,55.4916,2223.0572,1756.9278,40.06,7.443,7.634e-05
298,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,176,37.55,1396.8099,1081.39,37.2,7.733,0.00019044
299,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,168,38.86,1558.5505,1232.1262,40.11,8.643,0.00018051
300,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,181,39.947,1432.0,1096.4455,35.85,8.216,0.00018758
301,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,190,38.9528,1448.7073,1121.5037,37.19,8.087,0.00018512
302,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,200,36.7939,1526.7372,1217.6685,41.49,7.881,0.0001759
303,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,198,28.0,1152.4792,917.2792,41.16,8.134,0.0003167
304,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,199,39.2526,1360.6261,1030.904,34.66,8.385,0.00020721
305,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,200,43.5945,1530.4148,1164.2207,35.11,8.712,0.00017165
306,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,189,38.9366,1498.2983,1171.2308,38.48,6.98,0.00015306
307,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,188,52.0511,2297.6099,1860.381,44.14,7.841,8.097e-05
308,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,193,41.6722,1308.3214,958.2747,31.4,8.316,0.00020825
309,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,155,48.5716,1897.893,1489.892,39.07,8.193,0.00011322
310,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,168,43.0117,1431.5939,1070.2959,33.28,8.434,0.00018321
311,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,166,46.0626,1652.7188,1265.7929,35.88,8.368,0.00014352
312,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,192,43.1079,1587.427,1225.3207,36.82,8.094,0.00015323
313,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,174,48.9914,1794.4692,1382.9411,36.63,7.987,0.00011789
314,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,181,41.9021,1518.1839,1166.2065,36.23,8.122,0.00016621
315,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,200,44.2791,1688.1488,1316.2048,38.13,8.791,0.00015084
316,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,196,43.5782,1578.6902,1212.6333,36.23,7.889,0.00014929
317,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,174,40.0433,1320.6827,984.3193,32.98,8.21,0.00020829
318,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,163,43.7869,1787.7993,1419.9893,40.83,8.328,0.00013394
319,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,200,53.6657,2186.0745,1735.2828,40.74,8.989,9.653e-05
320,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,195,40.1399,1647.7857,1310.6109,41.05,8.096,0.00015389
321,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,142,43.8651,1434.715,1066.2481,32.71,8.7,0.00018601
322,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,171,48.392,1894.3638,1487.871,39.15,8.831,0.00012265
323,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,181,47.7574,1932.5461,1531.3842,40.47,8.209,0.00011224
324,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,195,41.6633,1436.9992,1087.0277,34.49,8.139,0.00017971
325,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,198,28.7297,1095.524,854.1945,38.13,8.082,0.00032933
326,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,184,44.3902,1673.2026,1300.325,37.69,8.117,0.00014062
327,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,190,29.6148,1319.2678,1070.5032,44.55,8.65,0.00027285
328,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,179,49.5377,2221.0575,1804.9411,44.84,8.351,9.34e-05
329,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,163,42.5152,1372.1662,1015.0389,32.27,8.353,0.00019356
330,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,172,46.9982,2200.8686,1806.0833,46.83,7.7,9.071e-05
331,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,178,36.7286,1281.7073,973.1871,34.9,7.776,0.00021755
332,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,177,33.2165,1379.5578,1100.5396,41.53,9.269,0.00025356
333,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,136,43.0081,1784.695,1423.4272,41.5,8.155,0.00013321
334,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,169,41.4185,1433.7063,1085.7906,34.62,7.868,0.00017495
335,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,179,38.9457,1551.0677,1223.924,39.83,8.927,0.00018728
336,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,171,42.0572,1586.5492,1233.269,37.72,8.375,0.00016147
337,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,172,56.5442,2264.0367,1789.0658,40.04,8.518,8.42e-05
338,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,188,46.1064,1793.8795,1406.5854,38.91,8.174,0.00012604
339,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,154,47.2673,1998.8009,1601.7556,42.29,8.087,0.00010681
340,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,142,46.1573,1770.7724,1383.0514,38.36,8.159,0.00012781
341,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,170,49.5891,1860.208,1443.6596,37.51,7.576,0.00010583
342,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,194,40.5736,1701.5042,1360.6858,41.94,8.198,0.00014849
343,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,200,30.5043,1224.1794,967.9434,40.13,8.382,0.00028388
344,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,195,40.5816,1650.1039,1309.2182,40.66,9.128,0.0001718
345,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,145,45.9834,1645.0067,1258.7464,35.77,8.281,0.00014307
346,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,172,36.3631,1252.4019,946.952,34.44,7.12,0.00020677
347,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,183,40.6476,1467.9065,1126.4665,36.11,8.195,0.00017898
348,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,181,37.8644,1360.3606,1042.2993,35.93,9.555,0.00024211
349,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,189,49.711,2030.777,1613.205,40.85,8.656,0.00010794
350,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,157,45.6471,1895.0811,1511.6458,41.52,7.851,0.00011378
351,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,179,45.1183,1694.5107,1315.5168,37.56,8.524,0.00014361
352,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,187,44.9566,1938.0009,1560.365,43.11,7.884,0.00011239
353,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,196,41.3989,1775.5821,1427.8317,42.89,7.59,0.0001284
354,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,160,42.6668,1661.9529,1303.5518,38.95,8.073,0.00014515
355,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,170,35.2,1239.863,944.183,35.22,8.284,0.00024925
356,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,118,29.7932,1299.3958,1049.1328,43.61,7.341,0.00023486
