ID,HW_Platform,Backend,Precision,Category,Output_Tokens,Latency_s,Gross_Energy_J,Net_Energy_J,Power_W,Q_ped,LpW
184,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Science,191,18.6232,535.2365,378.8015,28.74,8.649,0.00122603
185,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Science,177,17.2004,498.482,353.9988,28.98,7.677,0.00126082
186,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Science,147,19.5251,563.465,399.4542,28.86,8.343,0.0010697
187,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Science,171,16.6848,540.8249,400.6727,32.41,7.73,0.0011563
188,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Science,186,13.7286,472.2019,356.8815,34.4,8.139,0.00166119
189,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Science,191,13.4269,388.2411,275.4555,28.92,7.936,0.00214573
190,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Science,174,19.7669,573.4517,407.4093,29.01,8.464,0.00105101
191,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Science,200,19.9197,619.0926,451.7671,31.08,7.732,0.0008592
192,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Science,200,15.923,469.9178,336.1645,29.51,7.192,0.00134361
193,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Science,172,15.4953,509.2649,379.1043,32.87,7.291,0.00124116
194,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Science,194,19.369,462.8235,300.1236,23.9,7.733,0.00133027
195,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Science,200,13.9752,389.7017,272.31,27.89,7.36,0.001934
196,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Science,200,14.4211,403.9232,282.7862,28.01,8.223,0.00201639
197,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Science,150,17.651,418.3814,270.1131,23.7,7.768,0.00162928
198,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Science,157,15.4713,425.4896,295.5304,27.5,9.245,0.00202198
199,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Science,200,16.2892,450.195,313.3654,27.64,7.106,0.00139211
200,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Science,154,15.9568,472.9093,338.8724,29.64,8.116,0.00150093
201,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,148,17.0089,566.6739,423.7991,33.32,7.423,0.00102978
202,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,167,19.2557,568.3098,406.5618,29.51,7.753,0.00099034
203,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,187,16.4902,450.4095,311.8916,27.31,8.084,0.0015718
204,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,175,17.6523,530.2835,382.0045,30.04,6.801,0.00100856
205,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,163,11.9946,397.4746,296.7196,33.14,8.133,0.00228516
206,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,163,16.1977,444.9071,308.8465,27.47,9.0,0.00179906
207,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,162,14.5292,401.7385,279.6931,27.65,7.774,0.00191302
208,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,158,13.7405,436.4521,321.032,31.76,8.145,0.00184646
209,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,200,14.4559,427.6006,306.1712,29.58,8.543,0.0019302
210,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,184,15.5983,499.349,368.323,32.01,7.925,0.00137941
211,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,197,18.2234,549.6502,396.5737,30.16,7.708,0.00106657
212,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,167,13.5146,434.6917,321.1693,32.16,6.827,0.00157287
213,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,173,16.3643,446.7753,309.3149,27.3,8.343,0.00164825
214,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,162,15.2832,461.0368,332.6576,30.17,7.951,0.0015639
215,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,119,15.6119,462.269,331.1292,29.61,7.483,0.00144751
216,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,147,18.4058,493.1925,338.5838,26.8,8.076,0.00129591
217,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,138,17.43,450.0831,303.6708,25.82,7.706,0.00145589
218,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,128,19.1085,613.768,453.2563,32.12,7.735,0.00089308
219,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,151,15.9755,466.7626,332.5681,29.22,8.325,0.00156692
220,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,200,14.8385,405.6498,281.0062,27.34,7.314,0.00175408
221,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,177,15.8299,473.7999,340.8287,29.93,8.555,0.00158564
222,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,200,16.8092,560.7303,419.5327,33.36,7.283,0.00103275
223,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,187,16.6708,396.9974,256.9627,23.81,7.665,0.00178931
224,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,195,14.0228,364.7244,246.933,26.01,9.01,0.00260202
225,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,158,16.49,455.3873,316.871,27.62,8.596,0.0016451
226,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,189,16.7793,575.3833,434.4374,34.29,8.061,0.00110583
227,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,194,21.5867,668.9985,487.6703,30.99,7.521,0.00071444
228,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,165,20.2414,654.7778,484.7503,32.35,7.735,0.00078832
229,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,190,14.5082,391.8306,269.9618,27.01,8.048,0.00205481
230,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,190,15.6965,424.8303,292.9798,27.07,8.03,0.00174612
231,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,165,13.2268,416.0333,304.9284,31.45,7.963,0.00197435
232,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,153,15.0595,457.2546,330.7547,30.36,7.994,0.0016049
233,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,151,16.9628,538.3384,395.8512,31.74,7.899,0.00117637
234,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,179,18.8323,558.8393,400.648,29.67,7.26,0.00096221
235,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,185,14.7689,457.5236,333.4646,30.98,7.741,0.0015718
236,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,160,14.9263,457.3824,332.0015,30.64,8.486,0.00171242
237,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,178,11.7907,381.7561,282.7143,32.38,7.298,0.00218936
238,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,190,15.9584,518.0037,383.9531,32.46,7.911,0.00129111
239,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,191,14.0689,361.0701,242.891,25.66,7.584,0.00221935
240,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,200,15.1882,363.1136,235.5329,23.91,8.068,0.00225532
241,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,200,14.4586,477.2042,355.752,33.0,7.808,0.00151798
242,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,155,16.102,539.8313,404.5741,33.53,8.778,0.00134746
243,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,200,12.6088,344.7522,238.8386,27.34,8.273,0.00274717
244,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,166,13.2192,330.3805,219.3391,24.99,7.328,0.00252734
245,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,200,20.7714,633.0567,458.5768,30.48,8.359,0.00087756
246,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,179,13.5964,446.0486,331.8388,32.81,7.607,0.00168602
247,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,168,13.9968,493.1512,375.5785,35.23,7.71,0.00146665
248,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,138,20.1575,637.8974,468.5743,31.65,8.173,0.0008653
249,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,174,22.4006,653.1846,465.0192,29.16,7.754,0.00074438
250,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,143,13.8397,383.3494,267.0958,27.7,8.474,0.00229242
251,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,199,15.5267,469.4035,338.9794,30.23,7.607,0.00144531
252,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,200,17.0173,499.662,356.7169,29.36,7.688,0.00126648
253,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,160,19.9303,545.2484,377.8342,27.36,7.669,0.00101841
254,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,184,14.2276,511.2904,391.7785,35.94,7.716,0.00138427
255,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,162,15.7849,555.6049,423.0116,35.2,8.582,0.00128527
256,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,164,17.9324,598.6006,447.9684,33.38,8.337,0.00103782
257,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,195,17.213,475.4512,330.8619,27.62,8.899,0.00156256
258,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,177,15.5101,505.5361,375.2515,32.59,9.189,0.00157882
259,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,200,16.019,512.4622,377.9028,31.99,7.474,0.00123463
260,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,167,13.4127,421.6842,309.0173,31.44,8.047,0.00194149
261,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,199,15.7998,532.4396,399.721,33.7,7.398,0.0011714
262,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,180,15.7406,503.3688,371.1479,31.98,7.606,0.00130193
263,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,195,16.7876,541.7687,400.7532,32.27,7.682,0.00114185
264,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,168,15.1338,484.0298,356.9058,31.98,7.46,0.00138114
265,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,176,17.2902,538.6636,393.4256,31.15,7.463,0.00109711
266,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,175,18.4267,464.4614,309.6771,25.21,7.935,0.00139056
267,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,159,16.6264,506.0102,366.3484,30.43,7.377,0.00121112
268,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,192,17.0387,488.0334,344.9084,28.64,8.448,0.00143752
269,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,192,16.4116,436.8192,298.9615,26.62,7.533,0.00153533
270,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,191,16.3002,569.0243,432.1028,34.91,9.471,0.00134467
271,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,200,14.7847,518.0744,393.8827,35.04,7.775,0.00133512
272,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,200,16.9646,576.8964,434.3934,34.01,8.047,0.00109196
273,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,169,16.0957,497.592,362.3882,30.91,7.336,0.0012577
274,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,186,20.6957,703.2745,529.431,33.98,8.897,0.000812
275,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,164,19.604,592.7038,428.0298,30.23,8.592,0.00102394
276,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,178,17.1103,526.4462,382.7198,30.77,8.164,0.00124671
277,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,164,14.6976,398.867,275.4074,27.14,7.31,0.00180591
278,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,200,13.9639,437.2328,319.9358,31.31,8.12,0.00181755
279,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,186,18.8014,570.9812,413.0495,30.37,7.427,0.00095636
280,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,173,16.8518,447.458,305.9031,26.55,8.77,0.00170126
281,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,200,17.3083,520.2295,374.8398,30.06,8.431,0.00129951
282,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,130,12.6364,378.7974,272.6519,29.98,8.06,0.0023394
283,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,133,18.2476,642.9215,489.6415,35.23,6.743,0.00075469
284,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,195,17.2543,564.2806,419.3446,32.7,7.499,0.00103642
285,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,179,13.9681,422.2841,304.9521,30.23,8.368,0.0019645
286,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,183,15.3098,473.0208,344.4185,30.9,8.641,0.00163873
287,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,148,16.8538,511.0714,369.4994,30.32,8.587,0.00137889
288,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,177,16.4102,486.2639,348.4183,29.63,7.182,0.00125612
289,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,200,15.6864,426.1881,294.422,27.17,8.167,0.00176835
290,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,196,16.0827,478.8947,343.8002,29.78,8.538,0.00154416
291,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,181,15.7708,443.3331,310.858,28.11,7.148,0.00145803
292,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,168,16.6204,443.7495,304.1383,26.7,8.006,0.00158381
293,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,169,19.3901,613.3375,450.4603,31.63,8.152,0.00093331
294,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,131,11.0,344.251,251.851,31.3,7.854,0.00283501
295,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,183,15.8026,398.1819,265.44,25.2,7.047,0.00168
296,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,196,16.6707,497.7278,357.6941,29.86,7.841,0.00131494
297,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,143,16.9216,558.2087,416.0674,32.99,7.84,0.00111355
298,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,163,15.519,514.6998,384.3404,33.17,7.933,0.00133002
299,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,152,12.6109,417.0715,311.1401,33.07,7.717,0.00196674
300,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Programming-CS,156,16.9888,514.9125,372.2067,30.31,7.78,0.00123036
301,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,179,19.9274,554.6577,387.2673,27.83,7.989,0.00103521
302,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,132,13.0789,355.2965,245.4338,27.17,8.24,0.00256698
303,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,191,18.114,564.5221,412.3642,31.16,7.852,0.0010512
304,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,194,15.6101,488.0026,356.8778,31.26,7.797,0.0013996
305,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,172,16.1712,546.6604,410.8222,33.8,8.058,0.00121292
306,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,123,14.0889,468.8782,350.5314,33.28,7.011,0.00141963
307,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,156,15.5976,465.2739,334.2537,29.83,8.258,0.00158394
308,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,200,19.0301,508.4122,348.5594,26.72,8.01,0.00120758
309,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,116,17.5236,513.5547,366.3567,29.31,8.031,0.00125096
310,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,170,19.9379,614.2503,446.7724,30.81,8.51,0.00095536
311,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,152,18.7726,556.3093,398.6198,29.63,6.995,0.00093477
312,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,195,17.2221,492.2398,347.5743,28.58,6.984,0.00116673
313,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,163,19.9623,616.9952,449.3122,30.91,8.152,0.00090888
314,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,186,17.2219,495.7995,351.1356,28.79,8.006,0.00132391
315,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,190,18.0388,513.0483,361.5226,28.44,8.098,0.00124175
316,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,200,15.6772,487.1231,355.4346,31.07,7.77,0.00139442
317,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,173,16.4397,477.9761,339.8822,29.07,8.355,0.00149528
318,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,186,14.8354,458.1693,333.5518,30.88,8.495,0.00171672
319,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,145,18.3781,569.0782,414.7019,30.96,8.262,0.00108405
320,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,200,13.8256,373.4229,257.2882,27.01,7.874,0.00221357
321,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,161,17.9429,517.699,366.9783,28.85,6.914,0.00105001
322,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,165,15.8996,544.1773,410.6203,34.23,8.41,0.00128816
323,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,177,18.7596,505.5,347.9192,26.95,8.645,0.00132453
324,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,143,17.8768,433.9307,283.7654,24.27,8.345,0.00164504
325,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,183,20.1234,502.819,333.7828,24.99,7.553,0.00112449
326,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,199,17.8346,540.0594,390.2485,30.28,8.36,0.00120116
327,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,184,12.9987,393.6865,284.4973,30.29,8.457,0.00228685
328,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,143,16.1594,482.6924,346.9534,29.87,8.821,0.00157334
329,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,175,13.8388,464.9795,348.7337,33.6,7.554,0.00156526
330,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,194,15.2116,345.548,217.7704,22.72,7.892,0.00238239
331,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,136,19.4736,609.6908,446.1127,31.31,8.399,0.0009668
332,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,154,17.6388,609.8098,461.6437,34.57,8.04,0.00098737
333,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,197,14.8322,401.0968,276.5059,27.04,7.429,0.00181142
334,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,183,14.1712,412.8996,293.8615,29.14,8.226,0.00197533
335,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,187,16.3688,459.8319,322.3337,28.09,8.311,0.00157518
336,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,200,13.7452,380.6854,265.2255,27.7,8.056,0.0022098
337,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,188,14.8906,436.0932,311.0121,29.29,8.124,0.0017542
338,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,192,16.9552,579.817,437.3931,34.2,7.875,0.00106188
339,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,200,18.7262,661.87,504.5703,35.34,8.779,0.00092913
340,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,173,17.5784,514.3329,366.6743,29.26,7.542,0.00117011
341,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,160,11.4883,408.2269,311.7253,35.53,7.705,0.00215152
342,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,187,16.9392,513.2503,370.9613,30.3,8.016,0.00127567
343,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,187,16.4513,577.6096,439.4189,35.11,8.467,0.00117125
344,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,166,17.1692,514.0237,369.8027,29.94,7.231,0.00113888
345,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,155,19.694,601.987,436.557,30.57,7.329,0.00085245
346,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,200,11.9672,373.6558,273.1313,31.22,6.95,0.00212628
347,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,185,15.0587,588.8064,462.3135,39.1,8.027,0.001153
348,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,161,17.5409,571.5458,424.2022,32.58,7.428,0.00099827
349,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,198,12.9787,366.2531,257.2325,28.22,7.81,0.00233935
350,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,175,19.3995,638.4993,475.5435,32.91,8.354,0.00090555
351,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,172,17.0735,498.3234,354.9056,29.19,7.676,0.00126677
352,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,190,18.0778,521.1602,369.3065,28.83,8.13,0.00121775
353,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,149,15.101,494.469,367.6205,32.74,7.854,0.00141477
354,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,185,18.0089,545.4364,394.1616,30.29,8.359,0.00117759
355,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,200,18.5438,574.4869,418.719,30.98,8.257,0.00106341
356,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,188,16.789,507.6866,366.6586,30.24,7.65,0.00124272
357,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,169,16.7922,522.9513,381.8964,31.14,7.922,0.00123532
358,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,166,16.8677,529.4761,387.7873,31.39,8.553,0.00130758
359,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,168,14.487,358.9364,237.2458,24.78,8.215,0.00239018
360,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,172,15.9902,512.7479,378.4303,32.07,7.284,0.00120373
361,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,169,15.9797,438.6484,304.4189,27.45,8.351,0.00171672
362,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,198,17.1051,447.4969,303.8138,26.16,7.446,0.00143281
363,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,139,18.3996,552.6596,398.1027,30.04,8.745,0.00119387
364,Intel Core Ultra 5 125H (Meteor Lake),llama.cpp,Q4_K_M,Humanities,196,14.0771,428.4378,310.1904,30.44,8.543,0.00195645
