ID,HW_Platform,Backend,Precision,Category,Output_Tokens,Latency_s,Gross_Energy_J,Net_Energy_J,Power_W,Q_ped,LpW
180,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Science,179,29.2092,1738.4867,1440.5531,59.52,7.88,0.00018727
181,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Science,173,34.3676,1832.3333,1481.7834,53.32,8.102,0.0001591
182,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Science,185,38.0901,1615.192,1226.6729,42.4,8.495,0.00018181
183,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Science,168,25.27,1089.1997,831.4462,43.1,8.183,0.00038947
184,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Science,183,32.4467,1564.7538,1233.7977,48.23,7.345,0.00018348
185,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Science,182,38.8446,1899.7002,1503.4858,48.91,7.882,0.00013496
186,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Science,191,27.5233,1137.9749,857.2371,41.35,7.511,0.00031834
187,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Science,164,35.2542,1923.4916,1563.8983,54.56,8.357,0.00015158
188,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Science,193,34.5035,1540.6196,1188.6841,44.65,8.482,0.00020681
189,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Science,158,42.0861,2443.7393,2014.4606,58.07,8.363,9.864e-05
190,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Science,165,33.1414,1980.7701,1642.7281,59.77,7.862,0.00014441
191,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Science,166,33.4106,1637.4246,1296.6361,49.01,8.358,0.00019293
192,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Science,154,38.1328,2005.1248,1616.17,52.58,8.014,0.00013004
193,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Science,200,28.0988,1233.365,946.7573,43.89,7.694,0.00028922
194,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Science,156,33.1839,1776.7714,1438.2953,53.54,8.596,0.0001801
195,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Science,162,32.1037,1531.6466,1204.1892,47.71,8.633,0.00022331
196,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Science,200,33.561,1498.3773,1156.055,44.65,8.695,0.00022411
197,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Science,165,38.1027,1859.2372,1470.59,48.8,7.948,0.00014184
198,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Science,173,36.7491,1759.4795,1384.6383,47.88,8.806,0.00017306
199,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Science,155,30.7561,1495.0267,1181.3148,48.61,8.003,0.00022027
200,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Science,196,34.8288,1923.8858,1568.6319,55.24,8.554,0.00015657
201,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,196,41.056,1897.462,1478.6905,46.22,7.995,0.00013169
202,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,194,30.3757,1801.952,1492.1196,59.32,8.132,0.00017942
203,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,189,34.8678,1513.599,1157.9477,43.41,7.078,0.00017531
204,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,179,33.3115,1955.3907,1615.6138,58.7,8.095,0.00015041
205,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,166,33.9102,1526.4376,1180.5538,45.01,8.284,0.00020693
206,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,160,26.699,1342.8178,1070.4882,50.29,8.043,0.00028141
207,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,40.6895,1942.9639,1527.931,47.75,9.083,0.0001461
208,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,194,30.638,1486.3285,1173.8211,48.51,7.682,0.00021361
209,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,162,38.9199,2119.8541,1722.8708,54.47,7.969,0.00011884
210,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,178,31.3417,1820.9227,1501.2377,58.1,7.806,0.0001659
211,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,171,31.3227,1769.4409,1449.9496,56.49,7.969,0.00017547
212,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,153,39.7804,1917.2047,1511.445,48.19,8.735,0.00014528
213,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,181,38.7719,1987.3734,1591.9003,51.26,8.949,0.00014499
214,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,168,35.1599,1625.5528,1266.9222,46.23,7.904,0.00017744
215,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,157,37.7013,1701.9848,1317.4316,45.14,7.893,0.00015891
216,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,145,32.8727,1457.5485,1122.2474,44.34,7.685,0.00020831
217,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,143,34.1615,1640.5934,1292.1461,48.02,8.867,0.00020088
218,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,169,31.1565,1607.6129,1289.8164,51.6,8.778,0.00021843
219,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,176,38.3587,1548.1019,1156.8432,40.36,8.189,0.00018454
220,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,158,31.0103,1552.3433,1236.0383,50.06,7.57,0.0001975
221,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,192,41.0317,2387.3621,1968.8385,58.18,7.613,9.424e-05
222,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,176,32.7472,1838.2272,1504.2061,56.13,8.322,0.00016895
223,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,190,34.2943,1620.6491,1270.8468,47.26,8.504,0.00019512
224,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,173,37.6901,1622.0431,1237.6036,43.04,7.248,0.00015538
225,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,160,34.3098,1807.8205,1457.8607,52.69,8.086,0.00016166
226,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,180,32.8296,1255.7125,920.8503,38.25,9.017,0.00029827
227,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,150,34.0619,1909.9457,1562.5144,56.07,8.136,0.00015287
228,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,189,38.3116,1884.5208,1493.7428,49.19,8.955,0.00015648
229,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,157,31.1509,1863.5317,1545.7927,59.82,8.552,0.0001776
230,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,198,33.6193,1389.1425,1046.2255,41.32,7.72,0.00021948
231,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,170,34.2473,1886.1492,1536.8265,55.07,8.1,0.0001539
232,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,38.1771,1900.3546,1510.9483,49.78,8.178,0.00014177
233,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,153,33.7407,1639.0744,1294.9191,48.58,7.783,0.00017814
234,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,163,42.5182,1835.7994,1402.114,43.18,7.774,0.0001304
235,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,186,33.4799,1787.7572,1446.262,53.4,8.963,0.00018511
236,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,33.1067,1781.6649,1443.977,53.82,7.771,0.00016256
237,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,33.4133,1990.8506,1650.0354,59.58,8.758,0.00015885
238,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,178,28.1434,1563.1396,1276.0764,55.54,8.03,0.00022359
239,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,29.4311,1389.4915,1089.2947,47.21,8.228,0.00025665
240,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,171,31.7589,1431.69,1107.7488,45.08,8.51,0.00024189
241,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,39.4248,1702.5152,1300.382,43.18,7.953,0.00015513
242,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,157,34.0476,1973.4262,1626.1404,57.96,8.513,0.00015376
243,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,187,31.9706,1478.7536,1152.6532,46.25,7.258,0.00019696
244,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,126,39.8421,2310.7277,1904.3387,58.0,8.451,0.00011138
245,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,153,41.3354,2192.0325,1770.4113,53.03,7.055,9.641e-05
246,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,188,39.9748,2079.3069,1671.5643,52.02,8.131,0.00012168
247,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,149,30.2758,1474.5605,1165.7475,48.7,8.65,0.00024508
248,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,187,31.9219,1715.3369,1389.7339,53.74,8.539,0.00019248
249,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,197,42.5432,2136.4997,1702.5592,50.22,7.617,0.00010516
250,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,166,35.3092,1708.2644,1348.1101,48.38,7.679,0.00016132
251,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,156,32.9689,1777.6584,1441.3754,53.92,7.909,0.00016643
252,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,167,37.5044,1858.3935,1475.8486,49.55,8.329,0.00015048
253,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,156,38.8336,1792.1174,1396.015,46.15,7.265,0.00013401
254,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,175,31.5713,1686.5121,1364.4845,53.42,8.234,0.00019114
255,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,180,35.2094,1759.3189,1400.1828,49.97,8.389,0.00017016
256,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,171,38.4622,2032.4311,1640.1169,52.84,8.104,0.00012847
257,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,28.8627,1383.6748,1089.2755,47.94,8.492,0.00027011
258,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,162,34.2568,1507.7293,1158.3101,44.01,8.347,0.00021036
259,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,29.0738,1724.7276,1428.1748,59.32,7.98,0.00019219
260,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,155,29.6755,1731.341,1428.6506,58.34,7.311,0.00017245
261,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,179,31.6097,1735.2382,1412.8189,54.9,8.304,0.00018594
262,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,36.3947,1757.2617,1386.0353,48.28,7.783,0.00015429
263,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,32.7187,1594.6551,1260.9244,48.74,7.962,0.00019299
264,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,168,31.2173,1794.622,1476.2058,57.49,8.47,0.0001838
265,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,190,34.4372,1668.8272,1317.5683,48.46,8.92,0.00019659
266,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,187,28.924,1359.7364,1064.7119,47.01,8.222,0.00026699
267,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,166,36.1725,2171.6382,1802.6787,60.04,8.506,0.00013045
268,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,191,39.4044,1972.271,1570.3463,50.05,7.547,0.00012196
269,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,33.8357,2013.0801,1667.9564,59.5,8.358,0.0001481
270,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,188,33.2678,1431.4596,1092.1279,43.03,8.211,0.00022599
271,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,190,35.9178,1903.4494,1537.0876,52.99,8.83,0.00015994
272,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,192,24.869,1518.7431,1265.0789,61.07,7.981,0.00025368
273,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,145,36.6694,1850.1417,1476.1142,50.45,8.124,0.00015009
274,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,188,48.4687,2371.4354,1877.0549,48.93,8.748,9.615e-05
275,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,155,33.6357,1487.6288,1144.5448,44.23,8.196,0.0002129
276,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,165,33.652,1882.0966,1538.846,55.93,7.708,0.00014885
277,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,37.6206,1741.6579,1357.9278,46.3,9.465,0.00018528
278,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,172,41.7685,2080.365,1654.326,49.81,7.722,0.00011175
279,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,161,38.6849,1697.5141,1302.9286,43.88,8.209,0.00016287
280,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,24.2842,1418.097,1170.3981,58.4,8.406,0.00029575
281,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,157,36.7916,2071.5678,1696.2932,56.31,8.368,0.00013408
282,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,168,46.0309,2307.7931,1838.2781,50.14,8.149,9.63e-05
283,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,37.0632,1641.8427,1263.7977,44.3,8.151,0.00017402
284,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,178,28.8888,1683.8351,1389.169,58.29,8.127,0.00020251
285,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,143,35.4964,1717.9256,1355.8621,48.4,7.704,0.00016007
286,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,189,28.3088,1261.2418,972.4917,44.55,9.272,0.00033679
287,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,169,39.8709,1640.1685,1233.4854,41.14,8.134,0.00016539
288,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,29.8029,1398.9793,1094.9893,46.94,8.527,0.00026129
289,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,164,34.5415,1476.1623,1123.8388,42.74,8.079,0.00020812
290,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,30.2542,1423.8035,1115.2105,47.06,8.07,0.00023918
291,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,200,31.6863,1716.4783,1393.2776,54.17,8.021,0.00018168
292,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,159,41.0363,1984.0194,1565.4492,48.35,7.496,0.00011669
293,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,173,34.6759,1808.3347,1454.6405,52.15,8.163,0.00016183
294,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,186,31.6277,1471.9093,1149.3071,46.54,8.045,0.00022132
295,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,159,28.932,1465.0816,1169.9757,50.64,8.802,0.00026003
296,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,183,25.5902,1542.7979,1281.7781,60.29,7.666,0.00023371
297,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,173,28.4441,1379.1943,1089.0644,48.49,7.963,0.00025706
298,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,172,34.715,1815.5616,1461.4685,52.3,7.809,0.00015392
299,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,179,38.7091,1631.9459,1237.1133,42.16,8.932,0.00018652
300,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Programming-CS,179,31.6224,1840.5666,1518.0183,58.2,7.823,0.00016297
301,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,181,41.4245,1980.8585,1558.3286,47.82,8.51,0.00013183
302,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,164,30.8995,1723.0418,1407.8669,55.76,8.706,0.00020013
303,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,165,33.1051,1643.9838,1306.3113,49.66,8.17,0.00018892
304,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,175,29.2339,1563.4377,1265.2514,53.48,7.579,0.0002049
305,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,177,38.7575,2084.7376,1689.4111,53.79,7.585,0.00011584
306,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,168,43.8485,2102.42,1655.1648,47.95,8.653,0.00011923
307,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,185,26.0956,1460.7796,1194.604,55.98,7.635,0.00024492
308,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,138,32.6077,1511.4717,1178.8736,46.35,8.428,0.00021925
309,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,161,40.018,2174.7878,1766.6044,54.35,8.295,0.00011733
310,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,171,27.5441,1329.577,1048.6277,48.27,8.421,0.00029155
311,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,159,36.8067,1918.283,1542.8542,52.12,8.466,0.00014908
312,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,200,39.8188,1907.2251,1501.0736,47.9,7.792,0.00013036
313,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,178,34.5599,1747.3418,1394.8313,50.56,7.772,0.00016123
314,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,181,36.7312,1642.3109,1267.6526,44.71,8.583,0.00018433
315,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,167,42.3002,2182.1504,1750.6889,51.59,7.938,0.00010719
316,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,177,43.1628,2181.0047,1740.7446,50.53,6.92,9.21e-05
317,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,151,33.915,1610.6618,1264.7293,47.49,8.551,0.00019936
318,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,174,31.7511,1587.993,1264.1322,50.01,7.743,0.00019291
319,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,157,29.9681,1528.2775,1222.6029,51.0,8.464,0.00023101
320,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,171,38.694,1822.2934,1427.6142,47.09,8.909,0.00016128
321,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,121,27.8898,1384.1851,1099.7088,49.63,8.248,0.00026892
322,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,153,33.0382,1489.0672,1152.0779,45.07,8.718,0.00022904
323,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,200,34.6724,2166.9474,1813.2892,62.5,8.314,0.00013224
324,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,196,31.8862,1779.4858,1454.2467,55.81,9.002,0.00019413
325,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,200,35.4872,1835.3998,1473.4306,51.72,7.73,0.00014784
326,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,200,45.9968,2593.9868,2124.8198,56.39,8.236,8.427e-05
327,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,192,33.6406,1345.8912,1002.7566,40.01,8.563,0.00025384
328,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,168,32.1971,1191.2961,862.8853,37.0,8.149,0.00029331
329,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,155,38.8705,1874.4801,1478.0007,48.22,8.793,0.00015305
330,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,200,35.3021,1522.6307,1162.5494,43.13,8.033,0.00019573
331,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,179,40.8209,2003.0695,1586.6959,49.07,9.233,0.00014255
332,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,200,34.9576,1795.7495,1439.1824,51.37,9.259,0.00018404
333,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,169,33.0573,1820.997,1483.813,55.09,8.375,0.00017074
334,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,200,25.9949,1153.6788,888.5312,44.38,8.505,0.00036823
335,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,174,26.7492,1401.0728,1128.2307,52.38,8.812,0.00029199
336,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,200,25.7558,1297.4432,1034.7342,50.37,7.67,0.0002878
337,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,200,35.945,1872.9858,1506.3472,52.11,7.61,0.00014055
338,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,155,27.9337,1329.5632,1044.64,47.6,8.843,0.00030304
339,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,167,39.9757,2298.2925,1890.5408,57.49,8.372,0.00011078
340,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,155,34.3391,1708.7756,1358.5164,49.76,8.131,0.0001743
341,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,150,33.0767,1968.9177,1631.5349,59.53,8.245,0.00015278
342,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,192,30.3183,1400.4001,1091.1538,46.19,7.095,0.00021447
343,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,173,37.0624,2007.3992,1629.3628,54.16,8.149,0.00013494
344,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,179,30.4993,1524.6521,1213.5591,49.99,7.879,0.00021287
345,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,190,29.6673,1441.7025,1139.0964,48.6,8.681,0.00025688
346,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,137,39.6664,2125.6451,1721.0478,53.59,8.718,0.0001277
347,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,200,35.8313,1746.5695,1381.0907,48.74,8.517,0.00017211
348,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,170,33.1193,1207.4571,869.6399,36.46,8.43,0.00029269
349,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,189,37.1506,1308.0723,929.1363,35.21,7.521,0.00021789
350,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,191,34.2411,1948.8861,1599.627,56.92,8.524,0.00015562
351,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,200,35.9619,2038.942,1672.131,56.7,8.542,0.00014205
352,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,175,30.4425,1830.0257,1519.5122,60.11,8.838,0.00019106
353,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,131,43.7238,2195.3235,1749.3404,50.21,9.257,0.00012103
354,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,179,31.5337,1374.1871,1052.5429,43.58,7.428,0.0002238
355,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,182,41.3577,1990.0554,1568.2071,48.12,8.054,0.00012418
356,Intel Core Ultra 9 185H (Meteor Lake),llama.cpp,F16_GGUF,Humanities,155,33.3312,1678.5396,1338.5614,50.36,7.884,0.00017671
